Kata,Klasifikasi
Majatengah,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,PROPN
Kemangkon,PROPN
",",PUNCT
Purbalingga,CCONJ
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Seragam,NOUN
mereka,PRON
berwarna,VERB
jingga,ADJ
.,PUNCT
Pemilihan,NOUN
presiden,NOUN
diadakan,VERB
pada,ADP
bulan,NOUN
Juni,NOUN
dan,CCONJ
Juli,NOUN
2005,NUM
juga,ADV
dianggap,VERB
demokratis,ADJ
dan,CCONJ
transparan,ADJ
.,PUNCT
Itu,PRON
setelah,SCONJ
mereka,PRON
menumbangkan,VERB
tiga,NUM
tim,NOUN
dari,ADP
kasta,NOUN
tertinggi,ADJ
Superliga,PROPN
.,PUNCT
Pengambilan,NOUN
gambar,NOUN
dimulai,VERB
pada,ADP
30,NUM
Juni,PROPN
2012,NUM
di,ADP
Paris,PROPN
.,PUNCT
Ruji,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
Kecamatan,PROPN
Montalat,PROPN
",",PUNCT
Kabupaten,PROPN
Barito,PROPN
Utara,PROPN
",",PUNCT
Provinsi,PROPN
Kalimantan,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Tersana,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,NOUN
Pabedilan,PROPN
",",PUNCT
Cirebon,PROPN
",",PUNCT
Jawa,PROPN
Barat,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Film,NOUN
ini,DET
disutradarai,VERB
oleh,ADP
Kim,PROPN
Ji,PROPN
-,PUNCT
woon,PROPN
.,PUNCT
Hubungan,NOUN
seks,NOUN
antara,ADP
anak-anak,NOUN
dan,CCONJ
orang,NOUN
dewasa,ADJ
dilarang,VERB
keras,ADJ
.,PUNCT
Namun,ADV
KAN,NOUN
sendiri,ADV
tidak,PART
memiliki,VERB
kekuasaan,NOUN
formal,ADJ
.,PUNCT
Secara,ADP
sistematika,NOUN
lembaga,NOUN
kepresidenan,NOUN
diatur,VERB
secara,ADP
terkonsentrasi,VERB
pada,ADP
bab,NOUN
III,NUM
dari,ADP
konstitusi,NOUN
.,PUNCT
Setelah,SCONJ
dipecat,VERB
oleh,ADP
Inkuisitor,PROPN
Agung,PROPN
Dolores,PROPN
Umbridge,PROPN
",",PUNCT
Hagrid,PROPN
meninggalkan,VERB
Hogwarts,NOUN
untuk,SCONJ
melanjutkan,VERB
pekerjaannya,_
pekerjaan,NOUN
nya,PRON
untuk,ADP
Orde,PROPN
Phoenix,PROPN
;,PUNCT
ia,PRON
meninggalkan,VERB
Grawp,NOUN
dan,CCONJ
meminta,VERB
Harry,PROPN
Potter,PROPN
",",PUNCT
Hermione,PROPN
Granger,PROPN
",",PUNCT
dan,CCONJ
Ron,PROPN
Weasley,PROPN
untuk,SCONJ
memeliharanya,_
memelihara,VERB
nya,PRON
.,PUNCT
Lagu,PROPN
utama,ADJ
di,ADP
album,NOUN
ini,DET
ialah,AUX
Get,PROPN
Up,PROPN
and,X
Jump,PROPN
.,PUNCT
Pada,ADP
Grand,PROPN
Slam,PROPN
selanjutnya,ADV
",",PUNCT
Australia,PROPN
Terbuka,PROPN
2008,NUM
",",PUNCT
ia,PRON
menjadi,VERB
unggulan,NOUN
keempat,ADJ
dan,CCONJ
kalah,VERB
melawan,ADP
Tsung,PROPN
-,PUNCT
Hua,PROPN
Yang,PRON
pada,ADP
babak,NOUN
semifinal,ADJ
.,PUNCT
Mereka,PRON
bahkan,ADV
sempat,ADV
ditangkap,VERB
polisi,NOUN
beberapa,DET
kali,NOUN
.,PUNCT
Hal,NOUN
demikian,DET
adalah,AUX
normal,ADJ
dan,CCONJ
mudah,ADJ
dijumpai,VERB
pada,ADP
anak-anak,NOUN
.,PUNCT
Spesies,NOUN
ini,DET
pertama,ADJ
kali,NOUN
dipublikasikan,VERB
dengan,ADP
nama,NOUN
Portulaca,NOUN
portulacastrum,NOUN
oleh,ADP
Carl,PROPN
Linnaeus,PROPN
pada,ADP
tahun,NOUN
1753,NUM
.,PUNCT
Cerita,NOUN
berlangsung,VERB
hampir,ADV
seluruhnya,ADJ
di,ADP
India,PROPN
.,PUNCT
Banyak,DET
operator,NOUN
helikopter,NOUN
termasuk,VERB
Las,PROPN
Vegas,PROPN
Metropolitan,PROPN
Police,PROPN
Department,PROPN
menggunakan,VERB
bandara,NOUN
ini,DET
.,PUNCT
Seluruh,DET
operator,NOUN
GSM,PROPN
telah,AUX
mengaplikasikan,VERB
teknologi,NOUN
UMTS,PROPN
",",PUNCT
HSDPA,PROPN
dan,CCONJ
HSUPA,PROPN
pada,ADP
jaringannya,_
jaringan,NOUN
nya,PRON
",",PUNCT
dan,CCONJ
operator,NOUN
CDMA,PROPN
juga,ADV
telah,AUX
mengaplikasikan,VERB
teknologi,NOUN
CDMA2000,PROPN
1x,PROPN
EV,PROPN
-,PUNCT
DO,PROPN
.,PUNCT
Akibat,ADP
kebijakan,NOUN
pemerintah,NOUN
tentang,ADP
penurunan,NOUN
tarif,NOUN
pada,ADP
awal,NOUN
2008,NUM
",",PUNCT
serta,CCONJ
gencarnya,_
gencar,ADJ
nya,DET
perang,NOUN
tarif,NOUN
para,DET
operator,NOUN
yang,PRON
makin,ADV
gencar,ADJ
",",PUNCT
kualitas,NOUN
layanan,NOUN
operator,NOUN
seluler,ADJ
di,ADP
Indonesia,PROPN
terus,ADV
memburuk,VERB
",",PUNCT
terutama,ADV
pada,ADP
jam-jam,NOUN
sibuk,ADJ
.,PUNCT
Hujan,PROPN
mengguyur,VERB
dan,CCONJ
mengurangi,VERB
jarak,NOUN
pandang,NOUN
ketika,SCONJ
tim,NOUN
penyelamat,NOUN
berusaha,VERB
membersihkan,VERB
lokasi,NOUN
kejadian,NOUN
.,PUNCT
Di,ADP
kemudian,ADV
hari,NOUN
",",PUNCT
sebagian,DET
kaum,NOUN
Noldor,NOUN
mengembara,VERB
ke,ADP
Barat,PROPN
dan,CCONJ
bertemu,VERB
dengan,ADP
kaum,NOUN
Sindar,PROPN
.,PUNCT
Summly,PROPN
",",PUNCT
Inc,PROPN
.,PUNCT
ingin,AUX
memperbaiki,VERB
bagaimana,ADV
cara,NOUN
pengguna,NOUN
membaca,VERB
berita,NOUN
dengan,ADP
lebih,ADV
efektif,ADJ
.,PUNCT
Mereka,PRON
juga,ADV
memiliki,VERB
ischial,NOUN
callosities,NOUN
berwarna,VERB
merah,ADJ
muda,ADJ
pucat,ADJ
.,PUNCT
Siapa,PRON
yang,PRON
menolong,VERB
agama,NOUN
ini,DET
",",PUNCT
Allah,PROPN
akan,AUX
menolongnya,_
menolong,VERB
nya,PRON
.,PUNCT
Pada,ADP
dasarnya,_
dasar,NOUN
nya,PRON
turbin,NOUN
uap,NOUN
terdiri,VERB
dari,ADP
dua,NUM
bagian,NOUN
utama,ADJ
",",PUNCT
yaitu,ADP
stator,NOUN
dan,CCONJ
rotor,NOUN
yang,PRON
merupakan,VERB
komponen,NOUN
utama,ADJ
pada,SCONJ
turbin,VERB
kemudian,ADV
di,VERB
tambah,X
komponen,NOUN
lainnya,ADJ
yang,PRON
meliputi,VERB
pendukunnya,_
pendukun,X
nya,PRON
seperti,ADP
bantalan,NOUN
",",PUNCT
kopling,NOUN
dan,CCONJ
sistem,NOUN
bantu,NOUN
lainnya,ADJ
agar,ADP
kerja,VERB
turbin,NOUN
dapat,ADV
lebih,ADV
baik,ADV
.,PUNCT
Dopang,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
desa,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Gunung,PROPN
Sari,PROPN
",",PUNCT
kabupaten,PROPN
Lombok,PROPN
Barat,PROPN
",",PUNCT
provinsi,PROPN
Nusa,PROPN
Tenggara,PROPN
Barat,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Kopi,NOUN
dapur,NOUN
kuat,ADJ
mudah,ADJ
ditemukan,VERB
di,ADP
warung,NOUN
kopi,NOUN
daerah,NOUN
kecamatan,PROPN
Keling,PROPN
.,PUNCT
Ferrazzano,PROPN
di,ADP
Teluk,PROPN
Tappino,PROPN
adalah,AUX
kota,NOUN
yang,PRON
paling,ADV
dikenal,VERB
akan,AUX
sosis,VERB
dari,ADP
babi,NOUN
yang,PRON
diberi,VERB
makan,VERB
acorn,NOUN
.,PUNCT
Diikuti,VERB
dengan,ADP
proses,NOUN
melahirkan,VERB
menggunakan,VERB
hypnosis,NOUN
pada,ADP
tahun,NOUN
1826,NUM
.,PUNCT
Seakan,ADP
sial,NOUN
beruntun,VERB
",",PUNCT
pacarnya,_
pacar,NOUN
nya,PRON
memutuskannya,_
memutuskan,VERB
nya,PRON
demi,ADP
perempuan,NOUN
lain,ADJ
.,PUNCT
Bada,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
gampong,NOUN
yang,PRON
ada,VERB
di,ADP
Mukim,PROPN
Lamteungoh,PROPN
",",PUNCT
kecamatan,PROPN
Ingin,PROPN
Jaya,PROPN
",",PUNCT
Kabupaten,PROPN
Aceh,PROPN
Besar,PROPN
",",PUNCT
provinsi,PROPN
Aceh,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Volkswagen,NOUN
Group,NOUN
menjadi,VERB
pemilik,NOUN
mayoritas,NOUN
saham,NOUN
SEAT,PROPN
tahun,NOUN
1986,NUM
",",PUNCT
dan,CCONJ
akhirnya,ADV
memiliki,VERB
100,NUM
%,SYM
saham,NOUN
perusahaan,NOUN
ini,DET
pada,ADP
tahun,NOUN
1990,NUM
.,PUNCT
Ia,PRON
mendirikan,VERB
900,NUM
sekolah,NOUN
bagi,ADP
warga,NOUN
termiskin,ADJ
dan,CCONJ
menyediakan,VERB
makanan,NOUN
",",PUNCT
perpustakaan,NOUN
",",PUNCT
dan,CCONJ
pelatihan,NOUN
pendidikan,NOUN
.,PUNCT
Akan,AUX
Kubebaskankah,_
Ku,PRON
bebaskan,VERB
kah,PART
mereka,PRON
dari,ADP
kuasa,NOUN
dunia,NOUN
orang,NOUN
mati,ADJ
",",PUNCT
akan,AUX
Kutebuskah,_
Ku,PRON
tebus,VERB
kah,PART
mereka,PRON
dari,ADP
pada,ADP
maut,NOUN
?,PUNCT
Selain,ADP
itu,PRON
banyak,DET
Pondok,PROPN
Pesantren,PROPN
dan,CCONJ
sekolah,NOUN
didaerah,NOUN
ini,DET
",",PUNCT
diantaranya,ADP
:,PUNCT
Pondok,PROPN
Pesantren,PROPN
Putri,PROPN
Utara,PROPN
(,PUNCT
POESPITA,PROPN
),PUNCT
Daruttauhid,PROPN
Al,PROPN
Alawi,PROPN
",",PUNCT
Pondok,PROPN
Pesantren,PROPN
Daruttauhid,PROPN
Al,PROPN
-,PUNCT
Alawi,PROPN
",",PUNCT
Pondok,PROPN
Pesantren,PROPN
PPM,PROPN
Al,PROPN
-,PUNCT
Hasaniyah,PROPN
",",PUNCT
Pondok,PROPN
Pesantren,PROPN
Mansyaul,PROPN
Huda,PROPN
I,PROPN
",",PUNCT
dan,CCONJ
masih,ADV
banyak,ADV
Pondok,NOUN
Pesantren,NOUN
lainnya,ADJ
yang,PRON
belum,PART
tersebut,DET
.,PUNCT
Antropolog,PROPN
visual,NOUN
Amerika,PROPN
Serikat,PROPN
Karl,PROPN
G,PROPN
.,PUNCT
Heider,PROPN
menulis,VERB
bahwa,SCONJ
semua,DET
film,NOUN
Indonesia,PROPN
yang,PRON
dibuat,VERB
sebelum,SCONJ
1950,NUM
tidak,PART
diketahui,VERB
lagi,ADV
keberadaan,NOUN
salinannya,_
salinan,NOUN
nya,PRON
.,PUNCT
Pada,ADP
saat,NOUN
ini,DET
ia,PRON
bermain,VERB
untuk,ADP
tim,NOUN
FC,PROPN
Spartak,PROPN
Kostroma,PROPN
sebagai,ADP
gelandang,NOUN
.,PUNCT
Charles,PROPN
merupakan,VERB
seorang,DET
pangeran,NOUN
dari,ADP
pendidikan,NOUN
dan,CCONJ
surat-surat,NOUN
",",PUNCT
seorang,DET
sahabat,NOUN
gereja,NOUN
",",PUNCT
dan,CCONJ
sadar,ADJ
akan,ADP
dukungan,NOUN
yang,PRON
dapat,AUX
ia,PRON
temukan,VERB
di,ADP
keuskupan,NOUN
terhadap,ADP
para,DET
nobelnya,_
nobel,NOUN
nya,PRON
yang,PRON
susah,ADJ
diatur,VERB
",",PUNCT
karena,SCONJ
ia,PRON
memilih,VERB
dewannya,_
dewan,NOUN
nya,PRON
dari,ADP
antara,ADP
para,DET
rohaniwan,NOUN
yang,PRON
lebih,ADV
tinggi,ADJ
",",PUNCT
seperti,ADP
halnya,_
hal,NOUN
nya,PRON
Guenelon,PROPN
dari,ADP
Sens,PROPN
",",PUNCT
yang,PRON
menghianatinya,VERB
",",PUNCT
dan,CCONJ
Hincmar,PROPN
dari,ADP
Reims,PROPN
.,PUNCT
Tanpa,ADP
membuang,VERB
kesempatan,NOUN
",",PUNCT
Lilo,PROPN
",",PUNCT
Reuben,PROPN
dan,CCONJ
Gantu,PROPN
langsung,ADV
menaikinya,_
menaiki,VERB
nya,PRON
dan,CCONJ
kembali,VERB
ke,ADP
Bumi,PROPN
.,PUNCT
Di,ADP
Bumi,PROPN
",",PUNCT
Leroy,PROPN
yang,PRON
asli,ADJ
mengumpulkan,VERB
semua,DET
monster,NOUN
eksperimen,NOUN
ke,ADP
dalam,ADP
stadion,NOUN
besar,ADJ
",",PUNCT
tempat,NOUN
"""",PUNCT
Alohapalooza,PROPN
"""",PUNCT
akan,AUX
dilangsungkan,VERB
.,PUNCT
Aku,PRON
suka,VERB
menggambar,VERB
sebuah,DET
gambar,NOUN
acak,ADJ
.,PUNCT
Di,ADP
antara,ADP
ciri,NOUN
khas,ADJ
dialek,NOUN
Jepang,PROPN
Barat,PROPN
adalah,AUX
penggunaan,NOUN
kata,NOUN
oru,PROPN
(,PUNCT
おる,PROPN
),PUNCT
untuk,ADP
iru,PROPN
(,PUNCT
いる,PROPN
",",PUNCT
ada,VERB
),PUNCT
serta,CCONJ
pemakaian,NOUN
kopula,NOUN
ja,PROPN
(,PUNCT
じゃ,PROPN
),PUNCT
atau,CCONJ
ya,PROPN
(,PUNCT
や,PROPN
),PUNCT
dan,CCONJ
bukan,PART
da,PROPN
(,PUNCT
だ,PROPN
),PUNCT
.,PUNCT
Akhiran,NOUN
bentuk,NOUN
negasi,NOUN
adalah,AUX
-,PUNCT
n,NOUN
(,PUNCT
～,PROPN
ん,PROPN
),PUNCT
seperti,ADP
dalam,ADP
wakaran,PROPN
(,PUNCT
わから,PROPN
ん,PROPN
",",PUNCT
tidak,PART
tahu,VERB
),PUNCT
",",PUNCT
dan,CCONJ
bukan,PART
-,PUNCT
nai,PROPN
(,PUNCT
～,PROPN
ない,PROPN
),PUNCT
seperti,ADP
dalam,ADP
wakaranai,PROPN
(,PUNCT
わからない,PROPN
),PUNCT
.,PUNCT
Ciri-ciri,NOUN
khas,ADJ
tersebut,DET
sebagian,ADV
berasal,VERB
dari,ADP
bahasa,NOUN
Jepang,PROPN
Kuno,PROPN
.,PUNCT
Jenis-jenis,NOUN
dialek,NOUN
Hokuriku,PROPN
:,PUNCT
Bantuan,PROPN
|,PUNCT
style,PROPN
=,SYM
"""",PUNCT
padding,PROPN
:,PUNCT
0em,NUM
0.5,NUM
em,NUM
0em,NUM
0.5,NUM
em,NOUN
;,PUNCT
background,NOUN
-,PUNCT
color,NOUN
:,PUNCT
#,SYM
f1fcf5,NUM
;,PUNCT
"""",PUNCT
|,PUNCT
|,PUNCT
style,PROPN
=,SYM
"""",PUNCT
width,PROPN
:,PUNCT
50,NUM
%,SYM
%,SYM
;,PUNCT
vertical,NOUN
-,PUNCT
align,NOUN
:,PUNCT
top,ADJ
;,PUNCT
border,NOUN
:,PUNCT
1px,NOUN
solid,ADJ
#,SYM
abd5f5,NUM
;,PUNCT
background,PROPN
-,PUNCT
color,PROPN
:,PUNCT
#,SYM
f1f5fc,PROPN
;,PUNCT
"""",PUNCT
|,PUNCT
Tips,PROPN
Membuat,PROPN
kesalahan,NOUN
?,PUNCT
Lubok,PROPN
Manis,PROPN
adalah,AUX
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
kecamatan,PROPN
Malinau,PROPN
Utara,PROPN
",",PUNCT
Kabupaten,PROPN
Malinau,PROPN
",",PUNCT
Kalimantan,PROPN
Utara,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Edo,PROPN
bertanya,VERB
apa,ADV
indy,PROPN
sudah,AUX
mengambil,VERB
keputusan,NOUN
untuk,SCONJ
menikah,VERB
dengannya,_
dengan,ADP
nya,PRON
?,PUNCT
Rubik's,PROPN
tercatat,VERB
sebagain,ADP
mainan,NOUN
yang,PRON
paling,ADV
banyak,ADV
terjual,VERB
di,ADP
dunia,NOUN
",",PUNCT
dengan,ADP
sekitar,NOUN
300,NUM
juta,NOUN
kubus,NOUN
Rubik's,PROPN
termasuk,VERB
imitasinya,NOUN
.,PUNCT
Melon,NOUN
amat,ADV
beragam,VERB
",",PUNCT
terutama,ADV
dilihat,VERB
dari,ADP
bentuk,NOUN
buahnya,_
buah,NOUN
nya,PRON
.,PUNCT
Tanggal,NOUN
23,NUM
Februari,PROPN
2010,NUM
",",PUNCT
Facebook,PROPN
diberikan,VERB
paten,NOUN
terhadap,ADP
serangkaian,NOUN
aspek,NOUN
News,PROPN
Feed,PROPN
-,PUNCT
nya,PRON
.,PUNCT
Burung,NOUN
ini,DET
adalah,AUX
endemmik,NOUN
Pulau,PROPN
Timor,PROPN
dan,CCONJ
Pulau,PROPN
Semau,PROPN
Indonesia,PROPN
.,PUNCT
Anjing,NOUN
kampung,NOUN
dan,CCONJ
yang,PRON
lainnya,ADJ
yang,PRON
biasa,ADV
dijadikan,VERB
peliharaan,NOUN
di,ADP
Indonesia,PROPN
",",PUNCT
sebenarnya,ADV
merupakan,VERB
anjing,NOUN
impor,NOUN
yang,PRON
berasal,VERB
dari,ADP
daerah,NOUN
lain,ADJ
.,PUNCT
Aliran,NOUN
ilmu,NOUN
silat,NOUN
yang,PRON
didalami,VERB
Panji,PROPN
dari,ADP
gurunya,_
guru,NOUN
nya,PRON
tergolong,VERB
ilmu,NOUN
silat,NOUN
beracun,VERB
yang,PRON
tergolong,VERB
hitam,ADJ
dan,CCONJ
sesat,ADJ
.,PUNCT
Sebuah,DET
pos,NOUN
perdagangan,NOUN
Portugal,PROPN
dibangun,VERB
pada,ADP
1487,NUM
.,PUNCT
Sayang,INTJ
",",PUNCT
dia,PRON
bertanya,VERB
",",PUNCT
apa,PRON
kabarnya,_
kabar,NOUN
nya,PRON
dengan,ADP
isterimu,_
isteri,NOUN
mu,PRON
yang,PRON
berkulit,VERB
sawo,NOUN
matang,ADJ
?,PUNCT
Sebagian,DET
masyarakat,NOUN
juga,ADV
ada,VERB
yang,PRON
membuat,VERB
ayak,NOUN
(,PUNCT
reyeng,NOUN
),PUNCT
sebagai,ADP
sambilan,NOUN
atau,CCONJ
penghasilan,NOUN
tambahan,ADJ
.,PUNCT
Tumbang,PROPN
Sapiri,PROPN
adalah,AUX
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
wilayah,NOUN
Mentaya,PROPN
Hulu,PROPN
",",PUNCT
Kabupaten,PROPN
Kotawaringin,PROPN
Timur,PROPN
",",PUNCT
Provinsi,PROPN
Kalimantan,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Arcana,PROPN
Famiglia,PROPN
terdiri,VERB
dari,ADP
orang-orang,NOUN
yang,PRON
telah,AUX
membuat,VERB
kontrak,NOUN
dengan,ADP
kartu,NOUN
Arcana,PROPN
",",PUNCT
dan,CCONJ
telah,AUX
menerima,VERB
kemampuan,NOUN
khusus,ADJ
karena,SCONJ
ini,DET
.,PUNCT
Saat,ADP
sekarang,NOUN
ini,DET
ia,PRON
adalah,AUX
satu,NUM
dari,ADP
beberapa,DET
wasit,NOUN
terbaik,ADJ
di,ADP
Indonesia,PROPN
dan,CCONJ
memimpin,VERB
jalannya,_
jalan,NOUN
nya,PRON
beberapa,DET
pertandingan,NOUN
Liga,PROPN
Indonesia,PROPN
2007,NUM
.,PUNCT
Pemberontakan,NOUN
sosial,NOUN
yang,PRON
terjadi,VERB
di,ADP
Sumatera,PROPN
Timur,PROPN
menjadi,VERB
ancaman,NOUN
bagi,ADP
Amir,PROPN
dan,CCONJ
keluarganya,_
keluarga,NOUN
nya,PRON
.,PUNCT
Ptolomeus,PROPN
menulis,VERB
Almagest,PROPN
sebagai,ADP
sebuah,DET
buku,NOUN
teks,NOUN
mengenai,ADP
astronomi,NOUN
matematik,ADJ
.,PUNCT
Bagaimana,ADV
sikap,NOUN
ANISSA,PROPN
jika,SCONJ
ia,PRON
tahu,VERB
masa,NOUN
lalu,ADJ
keluarganya,_
keluarga,NOUN
nya,PRON
?,PUNCT
SMK,PROPN
Negeri,PROPN
22,NUM
Jakarta,PROPN
adalah,AUX
nama,NOUN
baru,ADJ
dari,ADP
SMEA,PROPN
Negeri,PROPN
19,NUM
Jakarta,PROPN
.,PUNCT
Akankah,_
Akan,AUX
kah,PART
Kyai,PROPN
Hasan,PROPN
diam,VERB
saja,ADV
akan,ADP
keputusan,NOUN
Fahmi,PROPN
?,PUNCT
Dalam,ADP
jangka,NOUN
waktu,NOUN
itu,DET
",",PUNCT
Citra,PROPN
Satria,PROPN
Pelita,PROPN
sudah,AUX
beberapa,DET
kali,NOUN
ganti,VERB
nama,NOUN
.,PUNCT
Wright,PROPN
juga,ADV
sering,ADV
bertindak,VERB
sebagai,ADP
vokalis,NOUN
latar,ADJ
",",PUNCT
dan,CCONJ
kadang-kadang,ADV
berperan,VERB
sebagai,ADP
vokalis,NOUN
utama,ADJ
di,ADP
atas,NOUN
panggung,NOUN
Pink,PROPN
Floyd,PROPN
atau,CCONJ
di,ADP
studio,NOUN
(,PUNCT
seperti,ADP
pada,ADP
lagu,NOUN
"""",PUNCT
Time,PROPN
"""",PUNCT
dan,CCONJ
"""",PUNCT
Echoes,PROPN
"""",PUNCT
),PUNCT
.,PUNCT
Sebagian,NOUN
sumber,NOUN
menuliskan,VERB
bahwa,SCONJ
hal,NOUN
tersebut,DET
disebabkan,VERB
karena,SCONJ
seluruh,DET
marga,NOUN
raja-raja,NOUN
Simalungun,PROPN
itu,DET
diikat,VERB
oleh,ADP
persekutuan,NOUN
adat,NOUN
yang,PRON
erat,VERB
oleh,ADP
karena,ADP
konsep,NOUN
perkawinan,NOUN
antara,ADP
raja,NOUN
dengan,ADP
“,PUNCT
puang,PROPN
bolon,PROPN
”,PUNCT
(,PUNCT
permaisuri,NOUN
),PUNCT
yang,PRON
adalah,AUX
puteri,NOUN
raja,NOUN
tetangganya,_
tetangga,NOUN
nya,PRON
.,PUNCT
Gould,PROPN
tertarik,VERB
dengan,ADP
teori,NOUN
homeostatis,ADJ
genetik,NOUN
dan,CCONJ
perkembangan,NOUN
I,NUM
.,PUNCT
Michael,PROPN
Lerner,PROPN
.,PUNCT
Pada,ADP
penggunaan,NOUN
di,ADP
zaman,NOUN
modern,ADJ
",",PUNCT
ondol,NOUN
mengacu,VERB
pada,ADP
segala,DET
macam,NOUN
pemanas,NOUN
bawah,NOUN
tanah,NOUN
",",PUNCT
baik,CCONJ
di,ADP
hotel,NOUN
maupun,CCONJ
di,ADP
rumah,NOUN
gaya,NOUN
Barat,PROPN
di,ADP
Korea,PROPN
.,PUNCT
Post,PROPN
-,PUNCT
och,PROPN
Inrikes,PROPN
Tidningar,PROPN
atau,CCONJ
PoIT,PROPN
(,PUNCT
bahasa,NOUN
Swedia,PROPN
:,PUNCT
Surat,PROPN
Kabar,PROPN
Pos,PROPN
dan,CCONJ
Dalam,NOUN
Negeri,NOUN
),PUNCT
ialah,AUX
surat,NOUN
kabar,NOUN
dan,CCONJ
lembaran,NOUN
nasional,ADJ
Swedia,PROPN
",",PUNCT
dan,CCONJ
badan,NOUN
pengumuman,NOUN
resmi,ADJ
negeri,NOUN
ini,DET
seperti,ADP
pernyataan,NOUN
bangkrut,NOUN
atau,CCONJ
lelang,NOUN
.,PUNCT
Hanya,ADV
sebagian,NOUN
kecil,ADJ
(,PUNCT
0.22,NUM
%,SYM
),PUNCT
yang,PRON
bekerja,VERB
di,ADP
sektor,NOUN
Listrik,PROPN
",",PUNCT
Gas,PROPN
",",PUNCT
dan,CCONJ
Air,NOUN
Bersih,NOUN
",",PUNCT
disamping,VERB
pemerintahan,NOUN
.,PUNCT
Video,NOUN
klip,NOUN
lagu,NOUN
ini,DET
dibintangi,VERB
oleh,ADP
Park,PROPN
Ye,PROPN
Jin,PROPN
yang,PRON
terkenal,ADJ
dengan,ADP
"""",PUNCT
Family,PROPN
Outing,PROPN
Scandal,PROPN
"""",PUNCT
antara,ADP
Kim,PROPN
Jong,PROPN
Kook,PROPN
",",PUNCT
Lee,PROPN
Hyori,PROPN
dan,CCONJ
Park,PROPN
Ye,PROPN
Jin,PROPN
.,PUNCT
Album,NOUN
keenamnya,_
keenam,ADJ
nya,DET
berjudul,VERB
"""",PUNCT
The,PROPN
Eleventh,PROPN
Story,PROPN
"""",PUNCT
karena,SCONJ
dalam,ADP
karier,NOUN
musiknya,_
musik,NOUN
nya,PRON
",",PUNCT
sejauh,NOUN
ini,DET
ia,PRON
telah,AUX
merilis,VERB
11,NUM
album,NOUN
.,PUNCT
Di,ADP
dalam,ADP
perjalanan,NOUN
kembali,ADV
",",PUNCT
mereka,PRON
berhenti,VERB
di,ADP
Cosenza,PROPN
",",PUNCT
Calabria,PROPN
.,PUNCT
Ibukota,PROPN
kerajaan,PROPN
(,PUNCT
bahasa,NOUN
Melayu,PROPN
:,PUNCT
Bandar,PROPN
diraja,PROPN
),PUNCT
adalah,AUX
kota,NOUN
kedua,ADJ
terpenting,ADJ
setelah,ADP
ibukota,NOUN
sebuah,DET
negara,NOUN
bagian,NOUN
di,ADP
Malaysia,PROPN
yang,PRON
diperintah,VERB
oleh,ADP
seorang,DET
Raja,PROPN
atau,CCONJ
Sultan,PROPN
.,PUNCT
Laporan,NOUN
ini,DET
menghasilkan,VERB
kritik,NOUN
dari,ADP
koran,NOUN
Azerbaijan,PROPN
dan,CCONJ
organisasi,NOUN
Turki,PROPN
",",PUNCT
yang,PRON
mengeluhkan,VERB
bahwa,SCONJ
masjid,NOUN
digunakan,VERB
sebagai,ADP
kandang,NOUN
sapi,NOUN
dan,CCONJ
kandang,NOUN
babi,NOUN
.,PUNCT
Hujan,PROPN
dan,CCONJ
badai,NOUN
sesaat,NOUN
yang,PRON
kadangkala,ADV
terjadi,VERB
menyediakan,VERB
air,NOUN
bawah,NOUN
tanah,NOUN
yang,PRON
mempertahankan,VERB
keberadaan,NOUN
oasis,NOUN
",",PUNCT
seperti,ADP
Tuat,PROPN
.,PUNCT
Lapisan,NOUN
bawah,NOUN
dari,ADP
batuan,NOUN
tak,PART
berpori,VERB
menjebak,VERB
air,NOUN
dan,CCONJ
menahannya,_
menahan,VERB
nya,PRON
di,ADP
suatu,DET
kantong,NOUN
;,PUNCT
atau,CCONJ
penyimpanan,NOUN
bawah,NOUN
tanah,NOUN
yang,PRON
lama,ADJ
di,ADP
punggung,NOUN
bukit,NOUN
atau,CCONJ
tanggul,NOUN
gunung,NOUN
dapat,AUX
terkumpul,VERB
dan,CCONJ
menapis,VERB
ke,ADP
permukaan,NOUN
.,PUNCT
Barcelona,PROPN
menang,VERB
melalui,ADP
gol,NOUN
tandang,VERB
-,PUNCT
-,PUNCT
-,PUNCT
-,PUNCT
Bayern,PROPN
Munich,PROPN
menang,VERB
4,NUM
–,PUNCT
0,NUM
secara,ADP
