text,label,pisah_hashtag&kata
"Rakyat aja sekarat kok mikir IKN,, stress",negative,"Rakyat aja sekarat kok mikir IKN,, stress"
Lucunya hanya karena ustaznya mengkritik IKN terus dilabelin radikal,negative,Lucunya hanya karena ustaznya mengkritik IKN terus dilabelin radikal
"ritualnya mirip ketika jkw guyur air kembang ke bagian depan mobil esemka, di IKN jkw dicipratin ramuan ritual..",negative,"ritualnya mirip ketika jkw guyur air kembang ke bagian depan mobil esemka, di IKN jkw dicipratin ramuan ritual.."
"IKN.... Jln Masuk SILUMAN2... Baru.. 
... &.. Migrasi.. 

Populasi Dari. . 

.... SUNGAI... KUNING..... 

Waspada!. Waspada.. 

Kejahatan Timbul Tenggelam... 
Karena di Fasilitasi oleh. 
Oknum-oknum Abstraksi Negara. 

Demi Fee.. &.. Komisi.. 
Hutan Beton di Kalimantan. 
Stop IKN",negative,"IKN.... Jln Masuk SILUMAN2... Baru.. 
... &.. Migrasi.. 

Populasi Dari. . 

.... SUNGAI... KUNING..... 

Waspada!. Waspada.. 

Kejahatan Timbul Tenggelam... 
Karena di Fasilitasi oleh. 
Oknum-oknum Abstraksi Negara. 

Demi Fee.. &.. Komisi.. 
Hutan Beton di Kalimantan. 
Stop IKN"
"Pak Jokowi, coba tanya pada presiden anda, langkah berani apa yg telah dia lakukan selama 7 tahun berkuasa?
Ngutang? Impor? IKN? Minta nambah jabatan? Piara buzzer?",negative,"Pak Jokowi, coba tanya pada presiden anda, langkah berani apa yg telah dia lakukan selama 7 tahun berkuasa?
Ngutang? Impor? IKN? Minta nambah jabatan? Piara buzzer?"
"Harga2 naik, sembako langka, kenapa parameter prioritas msh aja mainan gimmick spt ini, apa nggak sampai berita ke beliau, udah ada yg meninggal krn antri migor, hal2 krusial spt sembako hrs ada respon cpt, ini malah ditunda demi kepentingan proyek mercu suar IKN",negative,"Harga2 naik, sembako langka, kenapa parameter prioritas msh aja mainan gimmick spt ini, apa nggak sampai berita ke beliau, udah ada yg meninggal krn antri migor, hal2 krusial spt sembako hrs ada respon cpt, ini malah ditunda demi kepentingan proyek mercu suar IKN"
Kritik2 aj ikn jalan terus,negative,Kritik2 aj ikn jalan terus
"Masyarakat Dayak kena Php para BuzzerRp Oligarki. Dijanjikan yg jadi Kepala Otorita IKN, warga lokal. Tapi yg dipilih orang lain.

Kasihan masyarakat Dayak. Diadu domba, ternyata kena kibul. Sesal kemudian tak berguna. Salahkan diri percaya janji palsu kaum kibul",negative,"Masyarakat Dayak kena Php para BuzzerRp Oligarki. Dijanjikan yg jadi Kepala Otorita IKN, warga lokal. Tapi yg dipilih orang lain.

Kasihan masyarakat Dayak. Diadu domba, ternyata kena kibul. Sesal kemudian tak berguna. Salahkan diri percaya janji palsu kaum kibul"
"Lagi mikir, duit darimna mau bangun IKN",negative,"Lagi mikir, duit darimna mau bangun IKN"
Ikn juga tanah sengketa,negative,Ikn juga tanah sengketa
"Maksudnya, simbolis politis, dr Jkt trus jd penguasa di IKN, mimpi !",negative,"Maksudnya, simbolis politis, dr Jkt trus jd penguasa di IKN, mimpi !"
"Padahal sak Indonesia geram krn sdg paceklik maksa pindah IKN, dia cuek.",negative,"Padahal sak Indonesia geram krn sdg paceklik maksa pindah IKN, dia cuek."
"IDFC (AS)  untuk tekan pemerintah. Tidak tanggung tanggung tawaran dana sebesar USD 100 miliar atau Rp. 1400 triliun. Begitu mempesonanya. Sampai sampai Jokowi tunjuk dia dan gank nya sebagai dewan pengarah IKN.

Tapi apa yang terjadi ?  setelah mendengar pendapat ahli, Jokowi",negative,"IDFC (AS)  untuk tekan pemerintah. Tidak tanggung tanggung tawaran dana sebesar USD 100 miliar atau Rp. 1400 triliun. Begitu mempesonanya. Sampai sampai Jokowi tunjuk dia dan gank nya sebagai dewan pengarah IKN.

Tapi apa yang terjadi ?  setelah mendengar pendapat ahli, Jokowi"
Jadi Kepala Otorita di lantik dari sekarang dengan tujuan bisa kerja cari duit hutangan buat bangun IKN gitu..?,negative,Jadi Kepala Otorita di lantik dari sekarang dengan tujuan bisa kerja cari duit hutangan buat bangun IKN gitu..?
Proyek IKN banyal yg gagal seperti pemerintahan yg banyak ke gagalan.,negative,Proyek IKN banyal yg gagal seperti pemerintahan yg banyak ke gagalan.
"Cm mau menaikkan harga minyak ko ya penuh Drama.
Bilang saja butuh modal besar untuk membangun IKN.",negative,"Cm mau menaikkan harga minyak ko ya penuh Drama.
Bilang saja butuh modal besar untuk membangun IKN."
"Innalillahi wainailaihi rojiun....sampai sebegini...

Woii 
@jokowi
 lihat rakyatmu antri minyak dimana2, jgn terlalu memaksakan pindah IKN jika rakyatmu saja masih begini untuk bertahan hidup.
Becus kerja gx mentri2 yg anda tunjuk sebagai perpanjanga kerja anda sebagai preaiden.",negative,"Innalillahi wainailaihi rojiun....sampai sebegini...

Woii 
@jokowi
 lihat rakyatmu antri minyak dimana2, jgn terlalu memaksakan pindah IKN jika rakyatmu saja masih begini untuk bertahan hidup.
Becus kerja gx mentri2 yg anda tunjuk sebagai perpanjanga kerja anda sebagai preaiden."
"IKN..... Jalan Masuk.. Indonesia PUNAH!!! 

Sarang Gembong NARKOBA. 

... Jngn Samakan... 

Ibu Kota Negara...

Seperti Kandang Burung DARA.. 

Semuanya Prudential... 

Di... Awal... Konstruksi Pertama.. 
Disana Terlalu Banyak MATA MATA. 
Ibu Kota Negara Lebih aman di Jakarta.",negative,"IKN..... Jalan Masuk.. Indonesia PUNAH!!! 

Sarang Gembong NARKOBA. 

... Jngn Samakan... 

Ibu Kota Negara...

Seperti Kandang Burung DARA.. 

Semuanya Prudential... 

Di... Awal... Konstruksi Pertama.. 
Disana Terlalu Banyak MATA MATA. 
Ibu Kota Negara Lebih aman di Jakarta."
"Pinggirkan dulu masalah ikn, presiden sebaiknya benahi masalah minyak goreng,masalah kedelai,masalah daging, Krn itu jauh LBH penting bgi rakyat utk saat ini ketimbang mslh ikn",negative,"Pinggirkan dulu masalah ikn, presiden sebaiknya benahi masalah minyak goreng,masalah kedelai,masalah daging, Krn itu jauh LBH penting bgi rakyat utk saat ini ketimbang mslh ikn"
"Maka di kebut ikn biar makin nyaman boneka nya
Bisa di perintah kapan saja..",negative,"Maka di kebut ikn biar makin nyaman boneka nya
Bisa di perintah kapan saja.."
"alasannya sederhana. di hitung2an bisnis softbank, IKN itu merugikan.",negative,"alasannya sederhana. di hitung2an bisnis softbank, IKN itu merugikan."
"IKN jawa bangett yaa.. aku indonesia, dri sumatera .",negative,"IKN jawa bangett yaa.. aku indonesia, dri sumatera ."
"Jangankan ngurusin Pemilu ngurusin minyak aja mereka kebingungan sendiri..
Tp sok sok an pengen bikin IKN",negative,"Jangankan ngurusin Pemilu ngurusin minyak aja mereka kebingungan sendiri..
Tp sok sok an pengen bikin IKN"
Yang perang Russia vs Ukraina tetapi Jepang Masayoshi Son sdh kasih bom tdk ada dana US$100M tdk interest dengan IKN. Musti cari ke China.,negative,Yang perang Russia vs Ukraina tetapi Jepang Masayoshi Son sdh kasih bom tdk ada dana US$100M tdk interest dengan IKN. Musti cari ke China.
"Kan IKN. Ikatan Klenik Nasional dan klenik merupakan perbuatan syirik.
#RitualSyirik 
#RitualSyirik",negative,"Kan IKN. Ikatan Klenik Nasional dan klenik merupakan perbuatan syirik.
#Ritual Syirik 
#Ritual Syirik"
IKN Apakah Bakalan Senasib dengan Esemka??,negative,IKN Apakah Bakalan Senasib dengan Esemka??
"Walaupun pemilu ditunda
Walaupun masa jabatan jokowimu diperpanjang utk membangun IKN
Itu tdk mungkin terjadi
Negara lagi bangkrut
Tdk punya modal
Dgn anggaran yg fantastis...
Rel Kereta Api Jkt-Bdg saja blm terselesaikan
Mana lagi bunga utang negara
Satu2nya ""PERAS RAKYAT""",negative,"Walaupun pemilu ditunda
Walaupun masa jabatan jokowimu diperpanjang utk membangun IKN
Itu tdk mungkin terjadi
Negara lagi bangkrut
Tdk punya modal
Dgn anggaran yg fantastis...
Rel Kereta Api Jkt-Bdg saja blm terselesaikan
Mana lagi bunga utang negara
Satu2nya ""PERAS RAKYAT"""
"Kelak Menimbulkan Konflik yg Berkepanjangan.. Tidak Hanya.. Dng Masyarakat LOKAL.. 
Karena Persoalan Pengembangan Wilayah 20 Th kedepan.. ( Soal Tanah). 
Terkait juga Ekosystem yg Semakin Rusak Parah. 
Pemanasan kian Luar.. Biasa.. 
Kalau Hujan.. IKN... Pasti Tenggelam. 
Xi Xi",negative,"Kelak Menimbulkan Konflik yg Berkepanjangan.. Tidak Hanya.. Dng Masyarakat LOKAL.. 
Karena Persoalan Pengembangan Wilayah 20 Th kedepan.. ( Soal Tanah). 
Terkait juga Ekosystem yg Semakin Rusak Parah. 
Pemanasan kian Luar.. Biasa.. 
Kalau Hujan.. IKN... Pasti Tenggelam. 
Xi Xi"
TUNGGU Tanggal mainnya. Hoaxs atau Fakta. Bahwa biaya pembangunan IKN hanya 20% dari APBN. Karena yang bilang itu sering berbohong.,negative,TUNGGU Tanggal mainnya. Hoaxs atau Fakta. Bahwa biaya pembangunan IKN hanya 20% dari APBN. Karena yang bilang itu sering berbohong.
"Menurut eyang tetep pilih jakarta
IKN menurut eyang hanya ilusi
Orang stres.",negative,"Menurut eyang tetep pilih jakarta
IKN menurut eyang hanya ilusi
Orang stres."
"Barangsiapa ada gubernur yg berani ngirim ke IKN pake tanah kuburan, pasti sy lilih jdi pres",negative,"Barangsiapa ada gubernur yg berani ngirim ke IKN pake tanah kuburan, pasti sy lilih jdi pres"
Ganti aja menjadi IKN (Ilmu Korupsi & Nepotisme),negative,Ganti aja menjadi IKN (Ilmu Korupsi & Nepotisme)
Kodok Pekok pindah sono lo k IKN impian lo,negative,Kodok Pekok pindah sono lo k IKN impian lo
Kalau begitu pembangunan IKN baru juga gak perlu karena gak terlalu urgent pembangunan IKN baru,negative,Kalau begitu pembangunan IKN baru juga gak perlu karena gak terlalu urgent pembangunan IKN baru
"Kenapa perpanjang 1 periode? Karena kalau ga perpanjang kemungkinan yg naik jadi presiden gagalin IKN. Kaya Pak Anies gagalin pulau palsu.

Awalnya mereka PD ahok yg bakal naik, eh ternyata kehendak Allah gak bisa mereka akalin.
Sekarang sama, masih nyoba. Logicnya sih bisa....",negative,"Kenapa perpanjang 1 periode? Karena kalau ga perpanjang kemungkinan yg naik jadi presiden gagalin IKN. Kaya Pak Anies gagalin pulau palsu.

Awalnya mereka PD ahok yg bakal naik, eh ternyata kehendak Allah gak bisa mereka akalin.
Sekarang sama, masih nyoba. Logicnya sih bisa...."
"Ya kalau perang dunia bisa beda lagi..

Jokowi bisa perpanjang, IKN Nusantara mandek, kita kelaparan, dll..

Kalau yang buruk terjadi jangan kejauhan",negative,"Ya kalau perang dunia bisa beda lagi..

Jokowi bisa perpanjang, IKN Nusantara mandek, kita kelaparan, dll..

Kalau yang buruk terjadi jangan kejauhan"
Gaya aja dimasalahin... Lu pake ala² Korea ga ada yg ribut  itu IKN Arab  Saudi yg rencana mau invest,negative,Gaya aja dimasalahin... Lu pake ala² Korea ga ada yg ribut  itu IKN Arab  Saudi yg rencana mau invest
Wkwkwk ikn kebutuhan urgen mengakak ngoblok diborong semua,negative,Wkwkwk ikn kebutuhan urgen mengakak ngoblok diborong semua
Apakah takut IKN dibatalkan oleh Presiden selanjutnya jika Presiden bukan dr PDIP lagi ?,negative,Apakah takut IKN dibatalkan oleh Presiden selanjutnya jika Presiden bukan dr PDIP lagi ?
"Bisa disimpulkan bahwa proyek IKN adalah Proyek Bisnis Melayani PARA Kapitalis
Mnghamba Pada Kepentingan Olifarki. 

Tak ada manfaatnya untuk rakyat, rakyat bahkan akan dibebani pajak sebagai sumber APBN untuk membiayai proyek ini.",negative,"Bisa disimpulkan bahwa proyek IKN adalah Proyek Bisnis Melayani PARA Kapitalis
Mnghamba Pada Kepentingan Olifarki. 

Tak ada manfaatnya untuk rakyat, rakyat bahkan akan dibebani pajak sebagai sumber APBN untuk membiayai proyek ini."
"Saya lebih setuju, presiden urus bahan pokok sembako, agar terkendali dan dapat dibeli masyarakat dg mudah dan murah, daripada pencitraan kemah di ikn...gak layak banget.",negative,"Saya lebih setuju, presiden urus bahan pokok sembako, agar terkendali dan dapat dibeli masyarakat dg mudah dan murah, daripada pencitraan kemah di ikn...gak layak banget."
Pemilu 2024 lanjut pindah ikn ga perlulah,negative,Pemilu 2024 lanjut pindah ikn ga perlulah
"Merasa dirinya sangat pintar dg berbagai kebohongan. Akhirnya SoftBank mengundurkan diri.
Mereka tau mereka hanya di kasi janji janji sorga.
Dengan mundurnya Softbank. Akan membuat investor lainya akan berpikir panjang untuk investasi di IKN.",negative,"Merasa dirinya sangat pintar dg berbagai kebohongan. Akhirnya SoftBank mengundurkan diri.
Mereka tau mereka hanya di kasi janji janji sorga.
Dengan mundurnya Softbank. Akan membuat investor lainya akan berpikir panjang untuk investasi di IKN."
"Acara di IKN satuin tanah sama air ga apa apa lah, tapi kenapa ada acara penanaman pohon padahal pohonnya juga bakal ditebangin akhirnya",negative,"Acara di IKN satuin tanah sama air ga apa apa lah, tapi kenapa ada acara penanaman pohon padahal pohonnya juga bakal ditebangin akhirnya"
"Takutnya keburu stroke kan repot ,ntar gak ada pejabat yg ""kasak kusuk"" ke negara tetangga buat nyari pinjaman/modal bikin ikn",negative,"Takutnya keburu stroke kan repot ,ntar gak ada pejabat yg ""kasak kusuk"" ke negara tetangga buat nyari pinjaman/modal bikin ikn"
"Pak 
@mohmahfudmd
 percaya juga tim IKN dengan Dukun?",negative,"Pak 
@mohmahfudmd
 percaya juga tim IKN dengan Dukun?"
Mantap.. Biarkan ikn mangkrak..,negative,Mantap.. Biarkan ikn mangkrak..
Jawasentris atau Jawaisasi. Mulai dari penamaan IKN sampai logo halal. Hadeeeeeh....,negative,Jawasentris atau Jawaisasi. Mulai dari penamaan IKN sampai logo halal. Hadeeeeeh....
"Suruh bapakmu aja yg stalking, gua ga ada waktu. Mau camping di Nol KM ikn dlu.",negative,"Suruh bapakmu aja yg stalking, gua ga ada waktu. Mau camping di Nol KM ikn dlu."
"esemka gagal..
ikn insya Allah menyusul",negative,"esemka gagal..
ikn insya Allah menyusul"
"Tak guna lagi semua sdh dikelabui oleh orator ...kepala  otoritas IKN hari ini dilantik. Selamat tinggal ""Indonesia Raya""  

Sy sdh ingatkan  ""bakar semua kampung dan desa2 jgn lupa curi kambing penduduk""",negative,"Tak guna lagi semua sdh dikelabui oleh orator ...kepala  otoritas IKN hari ini dilantik. Selamat tinggal ""Indonesia Raya""  

Sy sdh ingatkan  ""bakar semua kampung dan desa2 jgn lupa curi kambing penduduk"""
"Penundaan Pemilu sama aja dgn Perpanjangan Jabatan & podo wae dgn Jabatan 3 periode 

Kayak makan nasi rames & makan gado-gado
Intinya sama2 makan

Proyek IKN 2024 belum selesai

Otomatis cuan belum terima semua nya",negative,"Penundaan Pemilu sama aja dgn Perpanjangan Jabatan & podo wae dgn Jabatan 3 periode 

Kayak makan nasi rames & makan gado-gado
Intinya sama2 makan

Proyek IKN 2024 belum selesai

Otomatis cuan belum terima semua nya"
"Tak usah ngurusin ikn, mending dana nya buat kebutuhan pokok.
Wong cabe, sayur minyak goreng mahal.",negative,"Tak usah ngurusin ikn, mending dana nya buat kebutuhan pokok.
Wong cabe, sayur minyak goreng mahal."
"Nkri butuh sembako murah, bukan mandalikan dan ikn....",negative,"Nkri butuh sembako murah, bukan mandalikan dan ikn...."
semoga tidak di goreng netijen karna tau sendiri lah minyak goreng lagi langka mirip wakil presiden di negeri wakanda iya langka,negative,semoga tidak di goreng netijen karna tau sendiri lah minyak goreng lagi langka mirip wakil presiden di negeri wakanda iya langka
"Kalau 1-2 minggu ke depan, menjelang puasa ini pasokan lancar, migor ada lagi di warung/mini market ya berarti langka nya migor ini posisi tawar nya buat jd wakil otorita IKN hahaha",negative,"Kalau 1-2 minggu ke depan, menjelang puasa ini pasokan lancar, migor ada lagi di warung/mini market ya berarti langka nya migor ini posisi tawar nya buat jd wakil otorita IKN hahaha"
"Gubernur lain dibilang musyrik ketika membawa tanah ke IKN Nusantara.

Pas Gubernur DKI membawa tanah dr Jakarta pada senyap pura2 ga tahu.

Bahkan dalam pikiran pun tdk bs bersikap adil, apalagi dalam perbuatan.",negative,"Gubernur lain dibilang musyrik ketika membawa tanah ke IKN Nusantara.

Pas Gubernur DKI membawa tanah dr Jakarta pada senyap pura2 ga tahu.

Bahkan dalam pikiran pun tdk bs bersikap adil, apalagi dalam perbuatan."
"Apa pun kericuhan di Negara ini, Jokowi tak peduli akan tetapi jika proyek di usik beliau pasti ngomong.Seperti Covid 19 dengan beberapa proyek pengadaannya seperti contoh kecilnya vaksin, IKN, KCIC.itu harus jalan.",negative,"Apa pun kericuhan di Negara ini, Jokowi tak peduli akan tetapi jika proyek di usik beliau pasti ngomong.Seperti Covid 19 dengan beberapa proyek pengadaannya seperti contoh kecilnya vaksin, IKN, KCIC.itu harus jalan."
"Soalnya mau rayu negara2 Arab  agar mau berinvestasi di IKN; klu dihina hina trs sbg kadal gurun kan tdk sopan; ntar klu sdh benar2 berinvest, br boleh dikadal kadalin lg...",negative,"Soalnya mau rayu negara2 Arab  agar mau berinvestasi di IKN; klu dihina hina trs sbg kadal gurun kan tdk sopan; ntar klu sdh benar2 berinvest, br boleh dikadal kadalin lg..."
"Batalkan ikn..mending uangmya buat rakyat .
Lg susah .
Kalian ngobrolnya di istana mulu ..jadi gak ngerasa rakyat lg menderita di era anda ?ekonomi terpuruk..",negative,"Batalkan ikn..mending uangmya buat rakyat .
Lg susah .
Kalian ngobrolnya di istana mulu ..jadi gak ngerasa rakyat lg menderita di era anda ?ekonomi terpuruk.."
"Logo halal terbaru cuma bisa dipakai di jateng, jatim dan jogja aja ya. Soalnya kejawen bingits, apalagi warnanya ungu, iyuh warna janda. Kalau IKN habis ritual kendi mau pake silakan.",negative,"Logo halal terbaru cuma bisa dipakai di jateng, jatim dan jogja aja ya. Soalnya kejawen bingits, apalagi warnanya ungu, iyuh warna janda. Kalau IKN habis ritual kendi mau pake silakan."
"Mau menunjukkan ke rakyat, sebagai kepala negara yg rela berkorban dengan berkemah untuk membangun IKN, gitu maksudnya. Padahal mending buat aksi nyata mengatasi kelangkaan bahan pangan",negative,"Mau menunjukkan ke rakyat, sebagai kepala negara yg rela berkorban dengan berkemah untuk membangun IKN, gitu maksudnya. Padahal mending buat aksi nyata mengatasi kelangkaan bahan pangan"
"Turun ke masyarakat bawah itu hrsnya membawa hal2 yg positif utk rakyat. Setidaknya bisa membawa perubahan yg baik. Smtr ngurus minyak goreng yg langka sj ga bisa, tp pede bangun IKN",negative,"Turun ke masyarakat bawah itu hrsnya membawa hal2 yg positif utk rakyat. Setidaknya bisa membawa perubahan yg baik. Smtr ngurus minyak goreng yg langka sj ga bisa, tp pede bangun IKN"
"Sebaiknya tentang status tanah IKN, spy enggak keliru mbok belajar ke BPN( pak Menteri) atau Gubernur Kaltim.Kasihan orang awam yang tak ngerti setelah membaca tulisan anda.",negative,"Sebaiknya tentang status tanah IKN, spy enggak keliru mbok belajar ke BPN( pak Menteri) atau Gubernur Kaltim.Kasihan orang awam yang tak ngerti setelah membaca tulisan anda."
"Ritual Kendi Nusantara klo niatnya hanya untuk menghormati budaya dan pelestarian adat tradisi menurutku sih sah-sah aja. Namun, jangan meminta pada ritual itu akan keselamatan pembangunan IKN.  Kita Punya Tuhan  Maha Agung Allah S.W.T tempat meminta. 

Jadi ingat ESEMKA",negative,"Ritual Kendi Nusantara klo niatnya hanya untuk menghormati budaya dan pelestarian adat tradisi menurutku sih sah-sah aja. Namun, jangan meminta pada ritual itu akan keselamatan pembangunan IKN.  Kita Punya Tuhan  Maha Agung Allah S.W.T tempat meminta. 

Jadi ingat ESEMKA"
"Wakeh pokok e gak cumak minyak goreng, 3 periode, IKN, KKN dll
Wakeh pokok e, cak",negative,"Wakeh pokok e gak cumak minyak goreng, 3 periode, IKN, KKN dll
Wakeh pokok e, cak"
"balai desa itu berada di kaki pegunungan meratus, bencana lingkungan akan lebih parah dari IKN yg sekarang",negative,"balai desa itu berada di kaki pegunungan meratus, bencana lingkungan akan lebih parah dari IKN yg sekarang"
"Komisi IKN wooy..
#TolakPenundaanPemilu",negative,"Komisi IKN wooy..
#Tolak Penundaan Pemilu"
"ikn dikebut sementara komoditi sembako pd naik apakah setelah ibukota pindah, pemilu diundur, kekuasaan diperpanjang komoditi akan stabil dan mudah didapat...? jenius...",negative,"ikn dikebut sementara komoditi sembako pd naik apakah setelah ibukota pindah, pemilu diundur, kekuasaan diperpanjang komoditi akan stabil dan mudah didapat...? jenius..."
"Joko kendil senternya seorang ksatria yg di kutuk bermuka buruk 

Sayangnya syarat kutukan itu malah di Pendem Joko kendil untuk pencitraan di IKN",negative,"Joko kendil senternya seorang ksatria yg di kutuk bermuka buruk 

Sayangnya syarat kutukan itu malah di Pendem Joko kendil untuk pencitraan di IKN"
"Tunda IKN, pakai uangnya untuk pemilu dulu. Mencari pemimpin baru yang lebih baik itu jauh lebih penting daripada bangun Ibukota baru. Kayak ibukota lama darurat perang aja hrs buru2 dipindah.",negative,"Tunda IKN, pakai uangnya untuk pemilu dulu. Mencari pemimpin baru yang lebih baik itu jauh lebih penting daripada bangun Ibukota baru. Kayak ibukota lama darurat perang aja hrs buru2 dipindah."
Anda mau ikut ikutan ritual ga jelas di IKN ya?,negative,Anda mau ikut ikutan ritual ga jelas di IKN ya?
"Pak pak...bisa bisa nya mutusin setelah dari ikn..

Orang udah pada ngantri setngah mati..",negative,"Pak pak...bisa bisa nya mutusin setelah dari ikn..

Orang udah pada ngantri setngah mati.."
"Jika ekonomi sulit, saya usulkan kiranya tunda pemilu (saya yakin LBP setuju) dan tunda pindah atau batalkan pindah IKN(nah untuk usul yang ini saya yakin LBP dan bapak presiden Jokowi tidak akan setuju).",negative,"Jika ekonomi sulit, saya usulkan kiranya tunda pemilu (saya yakin LBP setuju) dan tunda pindah atau batalkan pindah IKN(nah untuk usul yang ini saya yakin LBP dan bapak presiden Jokowi tidak akan setuju)."
Elu tau ga ikn singkatan dr apa??,negative,Elu tau ga ikn singkatan dr apa??
"Kepala BIN ngomongin IKN, Menteri investasi ngomong pemilu di tunda, Menkeu ngomong senang org pamer kekayaan di medsos, Presidennya mau kemping saat rakyat susah krn migor. Wajar negara kacau, semua tak becus kerja sesuai tupoksi. 
#SegeraMakzulkanJokowi",negative,"Kepala BIN ngomongin IKN, Menteri investasi ngomong pemilu di tunda, Menkeu ngomong senang org pamer kekayaan di medsos, Presidennya mau kemping saat rakyat susah krn migor. Wajar negara kacau, semua tak becus kerja sesuai tupoksi. 
#Segera Makzulkan Jokowi"
"Analisa kayak Tai. 
Yg betul tidak ada investor swasta yg sudi membiayai IKN. Kecuali BUMN + China. Lah... China ini investor negara, tujuannya bukan profit tapi politik. Softbank maunya profit. IKN itu susah profitnya krn 70 % akan mangkrak. Lihat saja",negative,"Analisa kayak Tai. 
Yg betul tidak ada investor swasta yg sudi membiayai IKN. Kecuali BUMN + China. Lah... China ini investor negara, tujuannya bukan profit tapi politik. Softbank maunya profit. IKN itu susah profitnya krn 70 % akan mangkrak. Lihat saja"
Apa ngak ada perwakilan dr pemerintah/jubir untuk berbicara tentang semua yg mnyangkut IKN dr pd Gubenur yg brbicara?.apa sdh selesai urusan warga yg menolak(wadas)?.bagamna klanjutan?..apa kurang kerjaan ngurusi IKN?pasang badan kok soal ritual tp warga yg tolak wadas ngk bela,negative,Apa ngak ada perwakilan dr pemerintah/jubir untuk berbicara tentang semua yg mnyangkut IKN dr pd Gubenur yg brbicara?.apa sdh selesai urusan warga yg menolak(wadas)?.bagamna klanjutan?..apa kurang kerjaan ngurusi IKN?pasang badan kok soal ritual tp warga yg tolak wadas ngk bela
Mg ritual kendi di IKN tdk bikin alam ini marah,negative,Mg ritual kendi di IKN tdk bikin alam ini marah
ikn mau diisi buzzer dan mungkin warga tka asal ... ah sudahlah ?,negative,ikn mau diisi buzzer dan mungkin warga tka asal ... ah sudahlah ?
Mau bahas Logo mau bahas Kepala Otorita IKN… hampir sama…,negative,Mau bahas Logo mau bahas Kepala Otorita IKN… hampir sama…
Bingung cari alasan untuk nunda pemilu dan biar jabatan pak lurah jadi 3 periode akhirnya dibikin alasan anggaran pemilu belum disepakati. Tapi kok IKN dan bikin sirkuit Mandalika duitnya bisa diadain. Yang lebih urgen rakyat butuh pemimpin baru bukan ibukota baru,negative,Bingung cari alasan untuk nunda pemilu dan biar jabatan pak lurah jadi 3 periode akhirnya dibikin alasan anggaran pemilu belum disepakati. Tapi kok IKN dan bikin sirkuit Mandalika duitnya bisa diadain. Yang lebih urgen rakyat butuh pemimpin baru bukan ibukota baru
Gak takut ya kesusupan 'kadrun' ya di ikn,negative,Gak takut ya kesusupan 'kadrun' ya di ikn
"Tulisannya salah bukan anti NKRI...yg benar mempertanyakan PINDAH IKN  , karena hal ini masih jadi polemik bagi RAKYAT Indonesia ,meskipun secara politik sdh disetujui ,ya semua tahu DPR nya sekarang kan cuma jadi stempelnya pemerintah...",negative,"Tulisannya salah bukan anti NKRI...yg benar mempertanyakan PINDAH IKN  , karena hal ini masih jadi polemik bagi RAKYAT Indonesia ,meskipun secara politik sdh disetujui ,ya semua tahu DPR nya sekarang kan cuma jadi stempelnya pemerintah..."
"Tapi ya sudah lah mas, semoga pembangunan ikn memang lancar dan konsekuensi kegiatan ini biarlah beliau yg menanggung. Saya pribadi sebagai orang Kalimantan senang dengan adanya IKN ini terlepas pro kontra di masyarakat",negative,"Tapi ya sudah lah mas, semoga pembangunan ikn memang lancar dan konsekuensi kegiatan ini biarlah beliau yg menanggung. Saya pribadi sebagai orang Kalimantan senang dengan adanya IKN ini terlepas pro kontra di masyarakat"
Bingung gw duit dr mana yah buat bangun ikn...,negative,Bingung gw duit dr mana yah buat bangun ikn...
Minyak goreng disabot konglomerat. Proyek IKN diserahkan ke taipan. Umat islam dibantai terus dg tuduhan teroris. Sampai kapan kalian sabar?,negative,Minyak goreng disabot konglomerat. Proyek IKN diserahkan ke taipan. Umat islam dibantai terus dg tuduhan teroris. Sampai kapan kalian sabar?
"Pdhl kalo cerita IKN pokoknya canggih semuanya pake E, skrng era 4.0,ternyata balek lg ke jaman kendi...",negative,"Pdhl kalo cerita IKN pokoknya canggih semuanya pake E, skrng era 4.0,ternyata balek lg ke jaman kendi..."
Mending pada Antri Minyak Goreng Woiii... !!!,negative,Mending pada Antri Minyak Goreng Woiii... !!!
"Keluarga sy udah rame dgn macam""  rupa,ada yg kayak bule,arab,cina,india,dan pribumi asli
Gak usahlah nambah lagi yg dari IKN
Agak repot",negative,"Keluarga sy udah rame dgn macam""  rupa,ada yg kayak bule,arab,cina,india,dan pribumi asli
Gak usahlah nambah lagi yg dari IKN
Agak repot"
"Tenang, saya mau Boot camp dulu ya di IKN... Biar diurus satgas pangan...",negative,"Tenang, saya mau Boot camp dulu ya di IKN... Biar diurus satgas pangan..."
"baca berita soal IKN, kalo ada konser2 gitu bakal pindah ke Kalimantan juga ga ya... makin jauh dong w kalo mau ngonser",negative,"baca berita soal IKN, kalo ada konser2 gitu bakal pindah ke Kalimantan juga ga ya... makin jauh dong w kalo mau ngonser"
"@tvOneNews
 woi min berani gak angkt berita soal kenaikan anggaran kereta cepat dan IKN..jgn beraninya cuman ngangkat anggaran formula E doang",negative,"@tvOneNews
 woi min berani gak angkt berita soal kenaikan anggaran kereta cepat dan IKN..jgn beraninya cuman ngangkat anggaran formula E doang"
"(IKN) Bergerak cepat ? 
(minyak goreng) kapan gerak",negative,"(IKN) Bergerak cepat ? 
(minyak goreng) kapan gerak"
