text,label
Mlh saiki wis ktp borneo sam..dmnpun sma aj namanya pengabdian..makane rodo jengkel nek liat brita ad pns g mau di pindah ke IKN..kami jauh sblm itu udh di plosok borneo..g ad tu protes2 g trima..,positive
"Cara orang bodoh merespond isu teroris ya kaya gini...menghubung2kan yg ga ada hubungannya. Jadi kalau migor langka, trus penanganan teroris dan pembangunan IKN berhenti?? Bodoh kali komennya",positive
Padahal menko nya baru ngelobi biar dapat fulus buat ikn....gak kepengen kah dapat fulus banyak dari turis...,positive
"IKN rencananya 70% RTH, sudah otomatis air hujan sebagian besar sunatulah masuk ke dalam tanah, sudah ga perlu dibuat sumur resapan.",positive
"Presiden Jokowi kemah di IKN kenapa banyak yang sewot ya? Biasa aja ga usah sewot, Ndak dikirim koe ra ono gawean",positive
"IKN untuk Indonesia, Kalimantan get spirit !!!!!! !!

#IKN
#IbukotaNegara
#SemangatNusantara",positive
Maju terus rencana untuk IKN.,positive
"Kementerian ATR/BPN sangat mendukung pembangunan IKN khususnya dalam aspek penyusunan Rencana Tata Ruang dan memastikan kondisi tanah dalam keadaan clear and clean, sehingga pembangunan IKN senantiasa berjalan dengan lancar.

#KementerianATRBPN
#MelayaniProfesionalTerpercaya",positive
"IKN Nusantara adalah terobosan solusi masalah di pulau Jawa. 
#IbukotaNegara #SemangatNusantara",positive
"Sungguh perwujudan cinta pada tanah air yang sangat harafiah, sesuai dengan roh semangat revolusi industri 4.0 serta visi IKN Nusantara sebagai smart city.",positive
IKN adalah mimpi pendiri bangsa ini dahulu kala. Pemerintah saat ini hanya eksekutor mimpi itu.,positive
"IKN ini kalau saya yg paling urgen ya butuh orang yg punya visi futuristik soal tata kota sih. Ini ibukota masa depan Indonesia, gak main2. Kalau bentuk penghargaan bisa dalam bentuk yg lain.",positive
"Bagus berarti nanti tanah dan air dari seluruh profinsi di indonesia akan menyatu di IKN kalimantan,,bagus lagi juga dengan pohon khas tiap propinsi",positive
"Negara tidak akan ngurus cuitanmu, IKN jalan terus dan pasti jaya",positive
"Air yang di tuangkan di titik Nol IKN Nusantara berasal dari Mata Air Sendang Bancolono, Lereng Gn. Lawu, Kab. Karanganyar (Yang mana sendang tersebut pernah di pakai Prabu Brawijaya V) serta Tanah dari Gunung Tidar, Kota Magelang (Pusernya Jawa)",positive
Indahnya mentari IKN,positive
"Ritual Kendi Nusantara menyimbolkan Ibu Kota Negara (IKN) Nusantara adalah milik seluruh bangsa Indonesia. 
Dirgahayu Indonesia Raya 

#IKNNusantara #IKN #Nusantara",positive
"Seiring dgn berfungsinya Ibu Kota Nusantara & berkembangnya aktivitas ekonomi di Tiga Kota (IKN-Samarinda-Balikpapan),
maka kawasan ini akan berpotensi menjadi pusat pertumbuhan baru yg membangkitkan perekonomian Kalimantan maupun nasional, & khususnya Wilayah Timur.
@Suharso_M",positive
Ayo dukung IKN,positive
Artinya mentingin persoalan IKN daripada kepentingan rakyat.,positive
"Turut berduka cita untuk pejuang minyak goreng smoga setelah IKN resmi pindah ke Kalimantan, urusan minyak goreng nggak sulit sulit amat kok...semua akan tersedia kok",positive
"Memang amanat UU tentang IKN menyebutkan Otorita IKN beroperasi paling lambat tahun 2022. Namun tidak berarti bahwa proses operasionalnya baru akan terjadi di akhir tahun,"" tegas Wandy.
.",positive
BersamaJuara ridwan kamil sukseskan dan dukung pembangunan IKN,positive
Cie cie yang putus asa gak bisa kasih isu Cina di IKN wkwkw,positive
saran: ajak para crazy rich beneran investasi IKN pak. lumayan sbg ganti softbank yg hengkang.,positive
"Manusia relatif sama, tanpa disadari cenderung memilih tempat hidupnya berdasar panorama alam. Ini sangat terkait bathin. Banyak tempat didatangi utk cari nafkah, tapi bukan utk tempat hidupnya krn panorama kurang “membelai”. Panorama IKN jauh dr membelai. Kota nafkah, itu saja.",positive
"Pak Jokowi hanya mengawali membuka jalan setelah 20 th presiden yang akan datang yang akan menikmati, perkembangan kemajuan Indonesia dengan IKN baru, mudah mudahan Allah memberikan presiden terbaik",positive
"kata2mu semuanya menyudutkan pemerintah saat ini

IKN jangan sampai mangkrak 
Hambalang kenapa tdk dilanjutkan

Kata2mu cerminan junjunganmu

LICIK",positive
Kalau saya diberi kesempatan untuk pindah ke IKN saya jelas mau!,positive
"Semangat
#IKN
#SemangatNusantara",positive
bersama membangun IKN,positive
"Suara Surabaya punya program acara titik nol dan pak jokowi punya program acara berkemah di titik nol IKN, mantap pak jokowi maju terus utk Indonesia.",positive
Contoh mobil listrik yg mau digunakan di IKN nantinya.,positive
"Salah satu bagusnya IKN baru,
Mungkin nanti akan lebih banyak caleg DPR RI yg mencalonkan diri karena niat yg lurus",positive
"Usul saya bbrp tahun yg lalu,supaya IKN dipindahkan ke Pulau Kalimantan..jauh hari sblm 
@jokowi
 menetapkannya.Karena di pulau Kalimantan IKN bisa dibangun lbh  terdisign,asri,canggoh/modern,bebas polusi udara,bebas banjir,dan bebas dari demo bersilit silit.",positive
"Menurut Menko Luhut, Pangeran Muhammad bin Salman tertarik untuk bekerja sama dalam beberapa proyek, antara lain pembangunan ibu kota negara (IKN), suplai minyak mentah untuk petrokimia, hingga mangrove dan terumbu karang.",positive
"IKN
Sukses Sllu.",positive
"Selamat pagi Pak Presiden, semoga IKN sukses",positive
Anies yg akan tinggalkan DKI menuju IKN baru...,positive
Yes i believe that.IKN adl awal yg baik untuk Indonesia maju.,positive
Ga usah khawatir masih buaaanyak ribuannnn orang2 yg berkompeten yg siap bekerja utk IKN NUSANTARA,positive
IKN itu sangat baik utk Negara Indonesia jangka panjang,positive
"Satu lagi. Ada yg Protes, mungkin dari Kaum kadrun atau Musuh Pak Jokowi.

Isi Protes : IKN ada di Tanah Kalimantan mngapa harus bawa Air dari Daerah lain?

Penjelasan : IKN bukan milik Rakyat Kalimantan saja. IKN milik seluruh Rakyat & Bangsa Indonesia.",positive
"Dukung terus ikn 
@PlateJohnny",positive
"Cukuplah Allah SWT. Memberikan Yang Terbaik, Aamiin.

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",positive
"masyarakat sangat mendukung IKN
#IbukotaNegara",positive
"Prestasi kepemimpinan beliau memang diakui luar dan dalam negeri tp bila menyalahi konstitusi ya jangan dan pak Jokowi yg mandiri sdh dr awal menolaknya..
Kalau boleh jujur senang iklas saya di pimpin sampai IKN terbangun dan berjalan lancar . Tapi ya kapan mandiri kita ya",positive
"sebagai orang kalimantan, Terlepas kekurangan setujuan ku pd IKN yg terburu²/dipaksakan.
Tapi hal yg berlaku walau Kalimantan hanya sebagai daerah pun, jauh lebih banyak orang dari luar yg nyari kerja di Kalimantan.
Segelintir orang Kalimantan saja yg kerja apalagi di Jakarta.",positive
Sumpah setia seluruh Indonesia untuk memberi dukungan dan doa tulus utk IKN.,positive
Ya kalau begini alesannya mah ya jelas harus segera di PIndah memang IKN nya,positive
"Sarak sirik ndasmu, 
Langsung aja tunjuk ini nyinyir yg acara penyatuan air dan tanah di IKN kan. 
Apa apa koh langsung di cap syirik.",positive
"Saya usul di IKN tdk ada mobil.Hanya ada kereta bawah tanah,sepeda dan armada listrik.",positive
"Emg d kalimantan ga ada yg mw jd pns,bodo amat ga mw k ikn",positive
Teroris komunis CS mati2an menolak IKN Krn disana mrk TDK bs mengacau Krn takut golok terbang penjaga NKRI!!!!!,positive
Siap utk mendukung IKN sepenuhnya,positive
"Jadi, Otorita IKN menjadi simpul eksekusi pembangunan IKN menjadi kota berkelanjutan, lho!

Menuju Visi Indonesia 2045, Kota Dunia Untuk Semua!

#IKN #Nusantara #KSP",positive
"Ya berkemah, di kawasan IKN itu lebih baik",positive
"Pemprov DKI koq seperti korban gempa, buka donasi. Pada gak punya malu ya ama warganya? Gabenernya kemana? Yg model begini mau jadi konsultan IKN. Hadeuhhhhh.... Ada aqua????",positive
IKN akan mendongkrak perekonomian Indonesia,positive
"Kenapa pemindahan IKN ke Kalimantan dipercepat karena potensi bencana Jakarta. Dari gempa, tsunami, dan penurunan permukaan tanah",positive
"Di penghujung arahannya, Presiden kembali menekankan bahwa salah satu tujuan pemindahan IKN adalah untuk pemerataan pertumbuhan ekonomi.",positive
IKN membawa dampak positif bagi Kalimantan,positive
"Selain itu, IKN Nusantara juga diharapkan bisa menjadi simbol keadilan sosial bagi masyarakat Indonesia.

#KawalJokowi",positive
semoga di ridhoi kesehatan :kekuatan & kelancaran KERJA PK KETUA > WAKIL membangun IKN & segera terwujud sesuai keinginan semua Masy indonesia...,positive
Sejarah akan mencatat IKN yg baru. Semoga sukses dan lancar,positive
"Utk IKN Nusantara , demi mewujudkan Indonesia Emas 2045",positive
Pak Ganjar andaikan Bapak nanti ditakdirkan menjadi Presiden teruskan dan tuntaskan agenda bangsa pembangunan IKN ini ya Pak,positive
"Media massa sekarang sudah merusak Indonesia. Seremonial IKN dikatain sirik dan anti aqidah, label halal juga dijadikan soal politik. Ini mau didiamkan saja medianya? Bisa rusak persatuan kita karena media.",positive
Udara pagi  di IKN pasti seger dan cerah Bapak Jokowi .....semoga juga para petinggi di negeri ini juga pada cerah dan seger juga agar target ibukota baru dapat tercapai sesuai dgn rencana.,positive
"Maka Berpikirlah Dengan Ketenangan Yang Matang,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",positive
"Ternyata 99% partai mendukung UU IKN , lanjuttttt",positive
"Di tempatku Hujan dari tadi malam belum juga reda. 

Alhamdulillah  bersyukur di IKN sampai pagi cuaca cerah.",positive
"Selamat buat bapak ""yg udah di lantik menjadi kepala dan wakil IKN 
Semoga kalian bisa mengemban tugas dgn baik dan amanah buat bangsa dan negara ini",positive
makanya IKN sm presiden  Jokowi mau dipindah ke luar jawa. Biaaar tdk smua menumpuk di Jawa. Pahaaanm mbuuuttth ??!,positive
"gak apa - apa tambah aseng juga ikut investasi di ikn, selama hitung - hitungannya sama sama untung, sah - sah saja......, bisnis itu kan cari untung........biar semakin cepat jadi ikn baru kita...... #lanjutkan3periode",positive
Jaga IKN biar deal,positive
"Beliau orang ygfokus di pembangunan kan, pasti ikn bs terlaksana dgn baik",positive
BRIMOB  bagian terpenting dalam pertahanan dan keamanan dalam pembangunan IKN,positive
"Saya setuju IKN pindah...
Tapi ke Papua...",positive
"Kalau di Jakarta isu apapun di jadikan lahan demo
Di IKN nanti onya onta ini tidak berdaya. 
Bisa si gebuk masyarakat lokal kalu berulah",positive
"mengembalikan jam kerja yg hilang & menciptakan lapangan kerja baru.

IKN juga akan menjadi mesin penggerak perekonomian bagi Kalimantan dan menjadi pemicu penguatan rantai nilai domestik di seluruh Kawasan Timur Indonesia.",positive
Bagus malah saya bilang. Secara simbolis berarti IKN diberkati seluruh daerah. Mewarisi budaya dan adat Nusantara. Hanya kadrun yg gak suka.,positive
Perpindahan IKN untuk pemerataan pembangunan ekonomi,positive
"Memang IKN diseting sepi, bebas macet, bebas polusi, sejuk, hijau, tapi memiliki jaringan internet yang cepat (broadband fiberoptic).. Jadi klo sepi, tinggal akses internet.. Jadi rame lagi deh",positive
Mereka kepingin IKN jd kota metropolitan spt kota yg lain sdg konsep pemerintah hanya sekitar 1 jt an penduduknya jd udh beda tujuannya,positive
"Menurut saya..utk IKN, perlu diisi generasi2 muda...jgn hiraukan yg sdh nyaman dan susah berubah  indonesia pasti bisa.",positive
"Hebat sekali pak presiden kita, di hiruk pikuk pekerjaan masih menyempatkan waktunya melihat IKN

Bismillah headshot presiden 2024",positive
"IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia dan mencerminkan identitas nasional.
#IbukotaNegara #SemangatNusantara",positive
"Paling masuk akal itu IKN berjalan, & Pemilu 2024 pun berjalan. Infrastruktur menghancurkan keuangan negara ? Gak kok..buktinya rakyat senang punya JIS & Sirkuit Formula E yg lgi dibangun. Gak ada suara2 penolakan",positive
Yuk dukung pembangunan IKN Nusantara,positive
"Terus kalo di kota besar, bangun istana negaranya dimana ? Daerah terpencilnya ? Sama aja kayak penajam dong? Penajam jauh lebih kosong tuh.

Dan soal keuangan, pemerintah pasti lebih tau . Fact: IKN hanya butuh 110 triliun. Anggaran covid jauh dari itu. More than 600T",positive
"Tau gk mbak di kaltim banyak pendatang dr berbagai daerah. Khususnya di IKN kami menggunakan bhs Indonesia, krn di sana ada banyak ragam suku.  Sejak jaman belanda berbondong2 org dg berbagai suku dan agama datang ke Kaltim. Kami sdh terbiasa dg perbedaan. Dan aman2 sj tuhh",positive
Btw pengen cepet-cepet pindah ke IKN,positive
"Amin .
Ayo bersama kita dukung kegiatan Ritual tersebut, sembari berdoa menurut agama & keyakinan kita masing agar pembangunan IKN berjalan dgn baik",positive
"Pembangunan IKN yang mengusung kota hutan dan kota spons.

Kota hutan menerapkan pendekatan landskap terpadu dan sebagian besar terdiri dari bentangan landskap hutan dan ruang terbuka hijau.
@Suharso_M
  @Jiwamudaindo",positive
"- dan masa transisi perpindahan Ibukota Negara 
3. hukum investasi, pendanaan APBN, dan pembangunan Ibukota Negara
4. hukum adat terkait hak ulayat masyarakat adat
5. hukum lingkungan yang mengatur kawasan hutan, perkebunan, dan pertambangan di sekitar IKN",positive
"UU IKN sdh ditetapkan dan sdh di sahkan , jgn  percaya org"" yg mengatakan tdk ada dialog secara masif",positive
Amazing IKN baru Nusantara,positive
"Mana nih yg ngebet mau mimpin IKN ternyata Pakde punya pilihan tersendiri , semoga sukses dan amanah ..",positive
"#RT 
@jokowi
: Dalam diskusi selama sejam lebih, delegasi PEA yang antara lain Menteri Energi dan Infrastruktur PEA Suhail Mohammed Al Mazroei, menyampaikan kesiapan pemerintah PEA untuk berinvestasi dalam pembangunan Ibu Kota Negara (IKN) Nusantara.",positive
Atas karunia Tuhan YME semoga IKN Nusantara segera terwujud.,positive
IKN semoga memajukan Indonesia,positive
Tahun depan lebih mudah di IKN.. Gada yg ribut..,positive
"Rencana pemerintah menyediakan insentif fiskal dan non fiskal ini telah tertulis dalam Lampiran II UU Nomor 3 Tahun 2022 tentang IKN mengenai Rencana Induk IKN.

Tertarik pindah IKN?",positive
"Menghargai dan menghormati budaya setempat. Di Tanah kami borneo, mmng menurut kepercayaan nenek Lama, sebaij nya mmbawa tanah dan air jika merantau kesini. Kemudian cuci muka dgn air dr sungai di Borneo, agar tdk mudah kena hawa jahat dan racun. IKN, Lambang kesatuan Bangsa !",positive
"Gak ngerti sama kaum sumbu pendek yg gak suka sama IKN, pdhal IKN penting bgt u/ pemerataan pembangunan bangsa",positive
"Syirik nya dimana,kamu tau siapa yg hadir disana,kamu pikir mereka Gak Tau syariat Islam...Terus km tau makna Tanah dan air dari seluruh Indonesia disatuin di IKN unt apa,jadilah Oposisi,tapi jangan jadi Pembenci",positive
"Pilihan yg sangat tepat, karena membangun kota sebesar IKN, harus dipimpin oleh talenta berpengalaman Construction Management, Techno Construcion dan Infrastruktur. Sehingga investasi bisa tepat.",positive
"Saya setuju ada IKN untuk para pengurus negeri... Tapi kl bisa bangunannya jgn pake betonisasi, tetap pakai tenda seperti itu agar ramah lingkungan. Dan presiden wajib menginstruksikan semua mentri, wakil menteri dan seluruh staf tinggal disitu.",positive
"Kenapa anda gak setuju denga IKN. Itu karena anda gak bisa lagi mendapatkan Uang dari KKN lagi kan. Jadi anda menjelek""kan pemahaman bapak Jokowi.",positive
Tidak ada aturan yang menyatakan penundaan Pemilu jadi tidak pantas untuk dibesar - besarkan. yang paling penting bagaimana agar kita bisa selamat dari wabah Covid-19. Pemindahan IKN sudah tepat untuk Indonesia yang lebih hebat,positive
"tidak semua berasal dari APBN.

 Pemerintah di awal pembangunan akan memakai APBN sekitar
20 % untuk membangun Kawasan Inti Pusat Pemerintahan di IKN baru Nusantara. 

 Pemerintah akan mendapatkan sumber pendanaan lain untuk pembangunan IKN yaitu Kerjasama Pemerintah dengan",positive
Kalimantan sangat tepat menjadi lokasi IKN,positive
"Sy dr jawa, sll percaya sm saudara"" di tanah borneo untuk mengawal terwujudnya IKN.",positive
Mantab IKN,positive
"Menteri menambahkan, untuk pengamanan pembangunan IKN, Brimob sangat diharapkan dapat mengawal dan melaksanakan pengamanan baik di lokasi IKN maupun di sepanjang jalur logistik.
@Suharso_M
  @Jiwamudaindo",positive
"Tak hanya jtu, Polri juga berperan penting dalam pembangunan dan juga penyelenggaraan IKN. 

Dalam rangka mendukung konsep Smart City, Polri diharapkan dapat membangun konsep Smart Security yang berteknologi tinggi. 
@Suharso_M
 @Jiwamudaindo",positive
Lumayan dana buat IKN.,positive
Dukung pemindahan IKN,positive
"sehat terus pak, semoga pemimpin selanjutnya tetap meneruskan pembangunan IKN, masalah minyak goreng sawit? ini saatnya giliran petani Kelapa yang bangkit, jadi rakyat harus cerdas,",positive
Lumayan buat nambah modal IKN,positive
menuju ikn metaverse,positive
Kerenn ikut presiden kemah Di IKN,positive
"Menteri menambahkan, untuk pengamanan pembangunan IKN, Brimob sangat diharapkan dapat mengawal & melaksanakan pengamanan baik di lokasi IKN maupun di sepanjang jalur logistik.

 Agenda kebijakan nasional kedua yg Menteri jelaskan adalah Presidensi
@Suharso_M
@Jiwamudaindo",positive
"Selain pemerataan pembangunan, ekonomi, pembangunan IKN juga menjadi kota ramah lingkungan dan akan dikenal dunia.",positive
Doa bagi IKN Nusantara,positive
"Ini,tuduhannya berarti pemerintah yg usulin penundaan.kan elit partai yg usul.ikn yg membangun bukan elit partai",positive
"Dhony Rahajoe, petinggi Sinarmas land cucok sihhh jd wakil kepala otorita IKN",positive
"IKN,AIR SATU LITR.Sayang ,bahwa bangun ibu kota baru,harus bawa air 1 liter.Ibu lota baru seharusnya membawa pikiran sebagai pencapaian peradaban bangsa tanda  pencapaian kemajuan.Yang dibawa oleh gubernur adalah pikiran dan  gagasan yang ada dalam otak kalian.",positive
"Dampak nya bakal luas lho pemindahan IKN ini. Dampak sosial, politik dan ekonomi dan masih banyak lagi. Apakah sudah d pikirkan dan d waspadai ?",positive
"Mmg betul tanggung jawab daerah, tp udah puluhan tahun mrk berkuasa perubahannya lambat, terus harus berharap kpd siapa lagi? makanya dgn hadirnya IKN diharapkan bs mempercepat kemajuan pembangunan di Kalimantan, Bkn perkara siapa dukung siapa ya, Krn gk nyambung.",positive
Semoga seterusnya membuat kerukunan kesatuan NKRIakin solid di IKN Nusantara tercinta,positive
Sukses IKN,positive
"Ajak yang mau saja.. Contohnya saya , saya siap jadi tukang taman asal jadi asn di ikn.",positive
"Tdk akan mungkin mangkrak proyek pemindahan IKN jika kateria presidennya seperti pak jokowi,yang mampu bekerja keras dengan dedikasi untuk rakyat indonesia",positive
"Kepala Kantor Staf Presiden menyatakan ide Ritual Kendi Nusantara utk menyatukan tanah & air dari 34 propinsi di Titik Nol IKN itu merupakan ide Presiden Jokowi.

Presidenku sangat jenius. Presiden lain tak mungkin bisa punya ide secemerlang ini. Menginspirasi dunia.",positive
"Apakah dgn berkemah kesulitan rakyat Indonesia bisa terurai . Bukan hanya soal kelangkaan minyak goreng , tapi juga naiknya harga kebutuhan pokok serta kenaikan BBM , gas Elpiji non subsidi dll . Katanya negeri ini sedang dalam situasi ekonomi yg sulit tapi kok IKN tetap jalan .",positive
"Bertanya ya Pak...
Baik, saya jelaskan...

1. Kepala daerah pasti di beri wejangan oleh kepala negara.
2. Kepala daerah pasti bawa khas daerahnya Dan pemikiran nya
3. Pasti bawa ide2 daerahnya ke IKN
4. Lalu pulang bawa kesan yg bermmfaat

Tidak langsung pindah Pak...bertahap.",positive
Mnding nyumabng buat IKN dr pd pilistin teroris,positive
Bangun IKN tanpa pake APBN artinya tidak memiliki kedaulatan. Karena IKN didirikan swasta. IKN itu tempat Vital yang harus dalam kekuasaan Negara dan dilindungi berbagai lapisan pertahanan dan keamanan.,positive
mari bersama dukung IKN,positive
"Pak Jokowi hebat ya,,jadi presiden,presiden g20,bangun ikn,sircuit,LRT,MTR,bandara,tol,bendungan,dsb dst dll masih banyak lagi,kacian ya gak di undang",positive
"""jika 3x"" kita bicara bukan berandai bung, ya baik nya km liat aja gimana nanti negara yg atur. Masing"" sdh ada pos dan agenda termasuk IKN (siapapun presidennya).",positive
"Ia pun menegaskan, ASN yang nanti diputuskan pindah ke IKN Nusantara mesti siap dan tak boleh menolak. Keputusan pemindahan tugas ASN ke IKN wajib ditaati.

""ASN tidak bisa minta pindah ke daerah dengan alasan tidak mau pindah ke ibu kota baru.",positive
"Pokoknya bro..

IKN sukses duluu dagh di pindahin ke KalTim kwkwkk..",positive
"Lanjooooot, biar anjing menggonggong sampek kejang2, kafilah tetep bangun IKN",positive
Pilihan Presiden RI pada Kepala dan Wakil Kepala Badan Otorita IKN Nusantara yg telah dilantik sore tadi memberi pesan jelas tentang profesionalisme dan detil serta tuntas dalam bekerja. Untunglah yg dipilih bukan figur odong-odong yg tampak berperan dan memberi kontribusi ....,positive
"Wajib diluruskan, karna IKN untuk seluruh rakyat Indonesia yang tidak semuanya percaya dengan hal hal yang berbau mistik/klenik.",positive
"Bener banget mending pak Bambang aja yg menjadi kepala IKN, kalo pak Ridwan Kamil maju pilpres 2024",positive
"Lah IKN kan bukan untuk maen""harus orang""yg benar""bisa kerja..klau bisa sich dia tugas yg lain jg boleh",positive
"Dan yang dipilih adalah opsi yang ke-3 dengan alasan utama pemindahan IKN ini adalah beban Jakarta dan Jawa sudah terlalu berat. SUPAS pada 2015 menyebutkan, sebesar 56,56 persen penduduk Indonesia atau 150,18 juta jiwa terkonsentrasi di pulau Jawa.
@Suharso_M
 @Jiwamudaindo",positive
Mantap IKN dikelola Profesional pada bidangnya,positive
"Hmm, payah sih ya sukanya ngegoreng 

Padahal kan dr dua nama ini bisa dilihat kalau Presiden mau Ka IKN dr kalangan non-pol dan profesional.",positive
"Keren pokoknya.. Pembangunan IKN.. itu maybe 2 thn tdk ckp menyelesaikan begitu bsr dan luasnya  bangunan.  D sana, pure masih hutan belantara..  Membangun  fasum pendukungnya sj  mkn wkt 2 thn ini.. Sy berada d daerah IKN",positive
"Nahhh Khan, tetangga sebelah aja pusing dgn adanya IKN Nusantara membuat Indonesia semakin maju",positive
"Pemindahan IKN itu nyata, bukan hayalan dan hoax belaka. Negara punya hajat besar, pemimpin negara secara simbolis menyatukan tanah dan air dari seluruh pelosok negeri melalui pimpinan daerah masing-masing sebagai LANDASAN NYATA DKI NUSANTARA.",positive
Mau beli rumah ah di IKN..,positive
Ini siapa sih yang maen belakang ama sotfbank? Gimana nasib ikn tercinta kalau gini?,positive
Kalo mrk gak mau kami siap kok diboyong ke IKN,positive
"Semoga gak warna warni norak lagi. karena ini IKN baru, kebanggaan indonesia.",positive
"Kami semua mendukung proses IKN
Moga menjadi berkah bagi negeri kita",positive
"DOANYA TERKABUL BAGI PEMBANGUNAN IKN NUSANTARA, AMIN 3X...!",positive
"Kayaknya khusus kepala IKN yg baru, setingkat mentri dan bertanggung jawab langsung ke presiden, ga ke Mendagri lagi",positive
IKN di tanah Jawa banyak presiden orang Jawa walaupun diselingi orang Sumatera dan Sulawesi. Sekarang IKN di tanah Borneo bisa saja nanti banyak orang Kalimantan yang menjadi presiden bergantian diselingi orang dari berbagai provinsi karena tanah dan air-nya juga ada di IKN.,positive
Jadi udah setuju Indonesia bangun IKN baru nih. Alhamdulillah...,positive
"IKN di Kalimantan dalam bingkai kebhinekaan.
Selamat Pak Presiden",positive
Semoga pembangunan IKN lancar,positive
TNI polri milik Indonesia bukan milik kelompok anti ikn.jadi TNI polri ya harus  setuju ikn.semoga saja tidak ada TNI polri anti pemerintah,positive
Usul sm P JOKOWI..Jgn hanya Di IKN.. Hutan2 Di Sumatera Juga Dikembalikan ke hutan Tropis..,positive
"Kemajuan butuh pecahan rupiah. mustahil indonesia bangkit, jika msh ala batavia doloe.
Fakta"" pecahan uang indonesia menyebar sampai ke luar negara. Ini semua karna kita hanya ada 1 jakarta, 34 provinsi 270jt populasi, sgt wajar tercipta IKN. Jakarta akan jd pusat industri modern",positive
"Artinya para pemimpin agama jg diajak utk mendoakan calon IKN 

Jadi apa masalahnya dg ritual budaya, toh ttp berdoa sesuai agama yg SDH di Syahlan pemerintah",positive
"Saya mendukung banget ibukota pindah dari jakarta. Eh, kata temen sebaiknya saya buruan ikutan pindah ke IKN... Hehehe Pak, Bu, IKN itu utk kepentingan bangsa dan negara bukan kepentingan saya dan keluarga.... Ampun deh cemen bgt keegoisannya",positive
IKN wujud persatuan bangsa,positive
"Selamat atas dilantiknya Pak B.S dan Pak D.R.semoga amanah..
Cm mengingat kan klo IKN utu lahan ibukota bukan lahan utk di korupsi..
Sekali lagi selamat..",positive
Mau pindah ke IKN biar kaya,positive
Sukses terus IKN,positive
"Delegasi PEA juga turut sampaikan kesiapan pemerintah PEA ikut serta berinvestasi dlm pembangunan IKN. Luhut mengatakn, pihaknya akan lakukan pertemuan dgn Menteri PUPR dan Menteri Perencanaan Pembangunan Nasional/Kepala Bappenas guna mendiskusikan rencana tsb.",positive
fokus IKN gus,positive
Semoga pembangunan IKN berjalan lancar,positive
"...(8) masa ada orangnya. Tetap waspadai terhadap setiap hal yang mengalihkan perhatian bapak membangun IKN kebanggan Indonesia. Selain itu ada banyak persoalan ekonomi dll yang harus dituntaskan.
Demikian penyampaian saya. Salam hormat.
AST Garuda Pasifik.
@jokowi",positive
100% dukung IKN Nusantara…,positive
"Semoga pembangunan IKN berjalan lancar seturut dengan kehendak TUHAN...
Amin.",positive
Semoga dua pejabat otorita IKN ini amanah dan tidak ngadrun,positive
"Keren banget Ritual Kendi Nusantara ini,
Ini kalau di anime, segala jenis kerajaan datang dari berbagai penjuru indonesia, dan disatukan tanah dari masing”, filosofinya sangat dalam, gimana persatuan dan kesatuan serta dukungan dalam menyambut pembuatan IKN yang baru",positive
"TOP..

Semoga IKN bisa terbangun tepat waktu..",positive
"...(4) dan menuntaskan sampai akhir. Sebaiknya, bapak juga harus tegas dengan mengatakan tidak sehingga semua isu di ruang publik yang hanya mengganggu konsentrasi bapak membangun IKN segera sirna. Bapak harus waspadai karena saat ini ada pihak-pihak yang ingin merusak tingkat...",positive
"Pemindahan ASN ke IKN bukan sekadar pemindahan tetapi merupakan lompatan bagi bangsa Indonesia untuk melakukan tranformasi menuju Indonesia maju.
@PlateJohnny
 
@kemkominfo",positive
"rencana IKN bukan sesuatu yang baru. ini sudah tercetus semenjak puluhan tahun yang lalu. hanya saja, mulai pembangunannya bertepatan dengan musibah Covid-19. yang adalah menyebabkan banyak orang bacot, seperti akun Anda ini.
 35000/220000000 kok dipakai sebagai data.",positive
"Itu yang pada protes IKN pindah, gak mikir panjang sih. Dah jelas jelas bebannya udah berat Jakarta tuh.. Hadeh",positive
"Wah...aku terharu....
Semoga IKN berjalan sesuai rencana.
Kita hrs bersatu padu, gotong royong. Apa yg bisa kita buat?
Minimal berdoa.
 NKRI  Harga mati
Damai Indonesuaku...
Maju Indonesiaku......",positive
"IKN sudah punya kepala Otoritas,pusat kebangkitan  Ekonomi Nasional

Promoter 
@ZulkifliIdris6
 

Reply
IKN
#EkonomiKebangsaan",positive
"“Softbank Mundur dari Proyek IKN, Investasi USD 100 Miliar Gagal Masuk RI”

Sangat disayangkan sodara2!",positive
"Simbol dari pesan agar IKN menjadi tempat yang setara termasuk untuk rakyat kecil. Kan udah dibilang gitu, lu masih maksain pendapat lu sendiri. Serahkan kepada masing-masing gubernur, seperti Ganjar juga punya simbolisasi sendiri.",positive
"Mari berpositif thinking
Mungkin tidak ada pembicaraan IKN di WA grup TNI-Polri",positive
"Apa yang rakyat bisa bantu kang 
@ridwankamil
 buat IKN ?",positive
Pak Dee selesaikan saja proyek IKN ituu,positive
"Pengin mengawali pindah KTP dan yg lain2 ke IKN gemana caranya pak, seneng punya ibu kota baru",positive
