Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,tweet_tokens_WSW,polarity_score,polarity,positive_words,negative_words
507,@MongabayID Ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli... Apalagi ini...,@MongabayID Ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli... Apalagi ini...,ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli apalagi ini,ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yang masih satu pulau dengan ibu kota saja negara tidak terlalu peduli apalagi ini,"['ratusan', 'nyawa', 'manusia', 'hilang', 'dalam', 'satu', 'malam', 'di', 'stadion', 'kanjuruhan', 'yang', 'masih', 'satu', 'pulau', 'dengan', 'ibu', 'kota', 'saja', 'negara', 'tidak', 'terlalu', 'peduli', 'apalagi', 'ini']","['ratusan', 'nyawa', 'manusia', 'hilang', 'malam', 'stadion', 'kanjuruhan', 'pulau', 'kota', 'negara', 'peduli']",3,positive,"[('manusia', 3), ('hilang', 3), ('peduli', 4)]","[('hilang', -4), ('malam', -1), ('kota', -1), ('peduli', -1)]"
638,Pemerintah akan kembali mendorong percepatan investasi asing ke Ibu Kota Negara (IKN) Nusantara setelah ada putusan Mahkamah Konstitusi (MK) soal sengketa hasil pemilu presiden (Pilpres) 2024. ___ Danramil Dita #viralvideo Liverpool Mainin #OperasiKetupat2024 https://t.co/WmeRtXixwk,Pemerintah akan kembali mendorong percepatan investasi asing ke Ibu Kota Negara (IKN) Nusantara setelah ada putusan Mahkamah Konstitusi (MK) soal sengketa hasil pemilu presiden (Pilpres) 2024. ___ Danramil Dita #viralvideo Liverpool Mainin #Operasi Ketupat2024 https://t.co/WmeRtXixwk,pemerintah akan kembali mendorong percepatan investasi asing ke ibu kota negara ikn nusantara setelah ada putusan mahkamah konstitusi mk soal sengketa hasil pemilu presiden pilpres  ___ danramil dita viralvideo liverpool mainin operasi ketupat,pemerintah akan kembali mendorong percepatan investasi asing ke ibu kota negara ibu kota negara nusantara setelah ada putusan mahkamah konstitusi mk soal sengketa hasil pemilu presiden pilpres  ___ danramil dita viralvideo liverpool mainkan operasi ketupat,"['pemerintah', 'akan', 'kembali', 'mendorong', 'percepatan', 'investasi', 'asing', 'ke', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'setelah', 'ada', 'putusan', 'mahkamah', 'konstitusi', 'mk', 'soal', 'sengketa', 'hasil', 'pemilu', 'presiden', 'pilpres', '___', 'danramil', 'dita', 'viralvideo', 'liverpool', 'mainkan', 'operasi', 'ketupat']","['pemerintah', 'mendorong', 'percepatan', 'investasi', 'asing', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'putusan', 'mahkamah', 'konstitusi', 'mk', 'sengketa', 'hasil', 'pemilu', 'presiden', 'pilpres', '___', 'danramil', 'dita', 'viralvideo', 'liverpool', 'mainkan', 'operasi', 'ketupat']",1,positive,"[('putusan', 3), ('hasil', 3), ('presiden', 3), ('operasi', 1)]","[('mendorong', -4), ('kota', -1), ('kota', -1), ('mahkamah', -3)]"
801,@meraaahputiiih IKN Nusantara akan meningkatkan daya saing industri manufaktur Indonesia di pasar global. #IbuKotaNegara,@meraaahputiiih IKN Nusantara akan meningkatkan daya saing industri manufaktur Indonesia di pasar global. #Ibu Kota Negara,ikn nusantara akan meningkatkan daya saing industri manufaktur indonesia di pasar global ibu kota negara,ibu kota negara nusantara akan meningkatkan daya saing industri manufaktur indonesia di pasar global ibu kota negara,"['ibu', 'kota', 'negara', 'nusantara', 'akan', 'meningkatkan', 'daya', 'saing', 'industri', 'manufaktur', 'indonesia', 'di', 'pasar', 'global', 'ibu', 'kota', 'negara']","['kota', 'negara', 'nusantara', 'meningkatkan', 'daya', 'saing', 'industri', 'manufaktur', 'indonesia', 'pasar', 'global', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
289,ibu kota negara dulunya mau di salah satu daerah di Indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di Indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di indonesia timur tapi tidak jadi,"['ibu', 'kota', 'negara', 'dulunya', 'mau', 'di', 'salah', 'satu', 'daerah', 'di', 'indonesia', 'timur', 'tapi', 'tidak', 'jadi']","['kota', 'negara', 'dulunya', 'salah', 'daerah', 'indonesia', 'timur']",-5,negative,[],"[('kota', -1), ('salah', -4)]"
165,Terobosan menuju masa depan: Langkah Presiden Jokowi untuk memajukan infrastruktur digital di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/4VXzKZu39X,Terobosan menuju masa depan: Langkah Presiden Jokowi untuk memajukan infrastruktur digital di Indonesia. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/4VXzKZu39X,terobosan menuju masa depan langkah presiden jokowi untuk memajukan infrastruktur digital di indonesia ibu kota negara iknnusantara pindah ibu kota,terobosan menuju masa depan langkah presiden jokowi  untuk memajukan infrastruktur digital di indonesia ibu kota negara ibu kota negara nusantara pindah ibu kota,"['terobosan', 'menuju', 'masa', 'depan', 'langkah', 'presiden', 'jokowi', 'untuk', 'memajukan', 'infrastruktur', 'digital', 'di', 'indonesia', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['terobosan', 'langkah', 'presiden', 'jokowi', 'memajukan', 'infrastruktur', 'digital', 'indonesia', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']",2,positive,"[('langkah', 4), ('presiden', 3), ('pindah', 1)]","[('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
855,@KoalisiNetizen Peningkatan sektor industri berkontribusi pada ekspor nasional #IbuKotaNegara,@KoalisiNetizen Peningkatan sektor industri berkontribusi pada ekspor nasional #Ibu Kota Negara,peningkatan sektor industri berkontribusi pada ekspor nasional ibu kota negara,peningkatan sektor industri berkontribusi pada ekspor nasional ibu kota negara,"['peningkatan', 'sektor', 'industri', 'berkontribusi', 'pada', 'ekspor', 'nasional', 'ibu', 'kota', 'negara']","['peningkatan', 'sektor', 'industri', 'berkontribusi', 'ekspor', 'nasional', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
497,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/aHKYGEHqDd,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/aHKYGEHqDd,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ikn,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ibu kota negara,"['pemerintah', 'akan', 'memberikan', 'unit', 'apartemen', 'untuk', 'aparatur', 'sipil', 'negara', 'asn', 'yang', 'pindah', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara']","['pemerintah', 'unit', 'apartemen', 'aparatur', 'sipil', 'negara', 'asn', 'pindah', 'kota', 'nusantara', 'kota', 'negara']",-8,negative,"[('pindah', 1)]","[('unit', -4), ('pindah', -3), ('kota', -1), ('kota', -1)]"
462,@ShaniaLorenzz pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #IbuKotaNegara,@ShaniaLorenzz pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #Ibu Kota Negara,pembangunan ikn akan melibatkan masyarakat sekitar kalimantan timur ibu kota negara,pembangunan ibu kota negara akan melibatkan masyarakat sekitar kalimantan timur ibu kota negara,"['pembangunan', 'ibu', 'kota', 'negara', 'akan', 'melibatkan', 'masyarakat', 'sekitar', 'kalimantan', 'timur', 'ibu', 'kota', 'negara']","['pembangunan', 'kota', 'negara', 'melibatkan', 'masyarakat', 'kalimantan', 'timur', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
65,UNIVERSITAS INDONESIA UNIVERSITAS KAMI IBU KOTA NEGARA,UNIVERSITAS INDONESIA UNIVERSITAS KAMI IBU KOTA NEGARA,universitas indonesia universitas kami ibu kota negara,universitas indonesia universitas kami ibu kota negara,"['universitas', 'indonesia', 'universitas', 'kami', 'ibu', 'kota', 'negara']","['universitas', 'indonesia', 'universitas', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
141,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat. you cant stop me from raiding istana negara in the future.,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat. you cant stop me from raiding istana negara in the future.,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat you cant stop me from raiding istana negara in the future,tinggal tunggu waktu saja sampai semuanya kena aturan-aturan ibu kota baru dekat you cant berhenti me from raiding istana negara in the future,"['tinggal', 'tunggu', 'waktu', 'saja', 'sampai', 'semuanya', 'kena', 'aturan-aturan', 'ibu', 'kota', 'baru', 'dekat', 'you', 'cant', 'berhenti', 'me', 'from', 'raiding', 'istana', 'negara', 'in', 'the', 'future']","['tinggal', 'tunggu', 'kena', 'aturan-aturan', 'kota', 'you', 'cant', 'berhenti', 'me', 'from', 'raiding', 'istana', 'negara', 'in', 'the', 'future']",-7,negative,"[('tinggal', 1), ('tunggu', 1)]","[('tinggal', -3), ('tunggu', -2), ('kena', -3), ('kota', -1)]"
275,@abangbelneg semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat #IbuKotaNegara,@abangbelneg semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat #Ibu Kota Negara,semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat ibu kota negara,semoga hasilnya memuaskan dan memberikan masukan sosial ekonomi bagus bagi negara tidak seperti proyek kereta cepat ibu kota negara,"['semoga', 'hasilnya', 'memuaskan', 'dan', 'memberikan', 'masukan', 'sosial', 'ekonomi', 'bagus', 'bagi', 'negara', 'tidak', 'seperti', 'proyek', 'kereta', 'cepat', 'ibu', 'kota', 'negara']","['semoga', 'hasilnya', 'memuaskan', 'masukan', 'sosial', 'ekonomi', 'bagus', 'negara', 'proyek', 'kereta', 'cepat', 'kota', 'negara']",-3,negative,"[('memuaskan', 5), ('sosial', 4), ('bagus', 2), ('cepat', 3)]","[('memuaskan', -5), ('bagus', -4), ('kereta', -4), ('cepat', -3), ('kota', -1)]"
830,@prabowo Ada yg mw di lantik di IKN nih .. IKN itu bukan ibu kota tp negara di dalam negara . Kalian org partai cuma bisa menghancurkan negara. Kami tunggu permainan kalian sampai mana mau ngancurin negara ini. Kami akan siap mengusir kalian dari negara ini.,@prabowo Ada yg mw di lantik di IKN nih .. IKN itu bukan ibu kota tp negara di dalam negara . Kalian org partai cuma bisa menghancurkan negara. Kami tunggu permainan kalian sampai mana mau ngancurin negara ini. Kami akan siap mengusir kalian dari negara ini.,ada yg mw di lantik di ikn nih ikn itu bukan ibu kota tp negara di dalam negara kalian org partai cuma bisa menghancurkan negara kami tunggu permainan kalian sampai mana mau ngancurin negara ini kami akan siap mengusir kalian dari negara ini,ada yang now watching di lantik di ibu kota negara ini ibu kota negara itu bukan ibu kota tapi negara di dalam negara kalian orang partai cuma bisa menghancurkan negara kami tunggu permainan kalian sampai mana mau ngancurin negara ini kami akan siap mengusir kalian dari negara ini,"['ada', 'yang', 'now', 'watching', 'di', 'lantik', 'di', 'ibu', 'kota', 'negara', 'ini', 'ibu', 'kota', 'negara', 'itu', 'bukan', 'ibu', 'kota', 'tapi', 'negara', 'di', 'dalam', 'negara', 'kalian', 'orang', 'partai', 'cuma', 'bisa', 'menghancurkan', 'negara', 'kami', 'tunggu', 'permainan', 'kalian', 'sampai', 'mana', 'mau', 'ngancurin', 'negara', 'ini', 'kami', 'akan', 'siap', 'mengusir', 'kalian', 'dari', 'negara', 'ini']","['now', 'watching', 'lantik', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'negara', 'orang', 'partai', 'menghancurkan', 'negara', 'tunggu', 'permainan', 'ngancurin', 'negara', 'mengusir', 'negara']",-9,negative,"[('lantik', 3), ('tunggu', 1)]","[('kota', -1), ('kota', -1), ('kota', -1), ('menghancurkan', -4), ('tunggu', -2), ('mengusir', -4)]"
581,@agnes_nazila Kami warga Kendari mendukung pemindahan Ibu Kota negara,@agnes_nazila Kami warga Kendari mendukung pemindahan Ibu Kota negara,kami warga kendari mendukung pemindahan ibu kota negara,kami warga kendari mendukung pemindahan ibu kota negara,"['kami', 'warga', 'kendari', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']","['warga', 'kendari', 'mendukung', 'pemindahan', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
464,Dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi DJPb terus mengevaluasi dan meningkatkan kinerja. Majalah Treasury Indonesia Volume I Tahun 2024 juga menghadirkan peran DJPb dalam mengawal pembangunan Ibu Kota Ibu Kota Negara (IKN)-,Dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi DJPb terus mengevaluasi dan meningkatkan kinerja. Majalah Treasury Indonesia Volume I Tahun 2024 juga menghadirkan peran DJPb dalam mengawal pembangunan Ibu Kota Ibu Kota Negara (IKN)-,dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi djpb terus mengevaluasi dan meningkatkan kinerja majalah treasury indonesia volume  tahun  juga menghadirkan peran djpb dalam mengawal pembangunan ibu kota ibu kota negara ikn -,dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi djpb terus mengevaluasi dan meningkatkan kinerja majalah treasury indonesia volume  tahun  juga menghadirkan peran djpb dalam mengawal pembangunan ibu kota ibu kota negara ibu kota negara -,"['dua', 'dekade', 'perjalanan', 'dipenuhi', 'dengan', 'catatan', 'yang', 'perlu', 'menjadi', 'pijakan', 'bagi', 'djpb', 'terus', 'mengevaluasi', 'dan', 'meningkatkan', 'kinerja', 'majalah', 'treasury', 'indonesia', 'volume', 'tahun', 'juga', 'menghadirkan', 'peran', 'djpb', 'dalam', 'mengawal', 'pembangunan', 'ibu', 'kota', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', '-']","['dekade', 'perjalanan', 'dipenuhi', 'catatan', 'pijakan', 'djpb', 'mengevaluasi', 'meningkatkan', 'kinerja', 'majalah', 'treasury', 'indonesia', 'volume', 'menghadirkan', 'peran', 'djpb', 'mengawal', 'pembangunan', 'kota', 'kota', 'negara', 'kota', 'negara', '-']",-3,negative,"[('mengawal', 2)]","[('mengawal', -2), ('kota', -1), ('kota', -1), ('kota', -1)]"
667,Dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan Nusantara asean dan organisasi-organisasi internasional. Jadi apal yg namanya provinsi dan ibu kotanya. Bahkan beberapa nama blok tambang pun saya tau. Nama-nama organisasi dan ibu kota negara dunia juga.,Dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan Nusantara asean dan organisasi-organisasi internasional. Jadi apal yg namanya provinsi dan ibu kotanya. Bahkan beberapa nama blok tambang pun saya tau. Nama-nama organisasi dan ibu kota negara dunia juga.,dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan nusantara asean dan organisasi-organisasi internasional jadi apal yg namanya provinsi dan ibu kotanya bahkan beberapa nama blok tambang pun saya tau nama-nama organisasi dan ibu kota negara dunia juga,dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan nusantara asean dan organisasi-organisasi internasional jadi apal yang namanya provinsi dan ibu kotanya bahkan beberapa nama blok tambang pun saya tahu nama-nama organisasi dan ibu kota negara dunia juga,"['dari', 'sini', 'saya', 'bersyukur', 'dari', 'dulu', 'saya', 'emang', 'suka', 'sama', 'peta', 'wawasan', 'nusantara', 'asean', 'dan', 'organisasi-organisasi', 'internasional', 'jadi', 'apal', 'yang', 'namanya', 'provinsi', 'dan', 'ibu', 'kotanya', 'bahkan', 'beberapa', 'nama', 'blok', 'tambang', 'pun', 'saya', 'tahu', 'nama-nama', 'organisasi', 'dan', 'ibu', 'kota', 'negara', 'dunia', 'juga']","['bersyukur', 'emang', 'suka', 'peta', 'wawasan', 'nusantara', 'asean', 'organisasi-organisasi', 'internasional', 'apal', 'namanya', 'provinsi', 'kotanya', 'nama', 'blok', 'tambang', 'nama-nama', 'organisasi', 'kota', 'negara', 'dunia']",8,positive,"[('bersyukur', 5), ('suka', 3), ('organisasi', 3), ('dunia', 1)]","[('suka', -1), ('kota', -1), ('dunia', -2)]"
319,@IKNnusantaraID Kami warga Bandung akan mengawal pembangunan IKN #IbuKotaNegara,@IKNnusantaraID Kami warga Bandung akan mengawal pembangunan IKN #Ibu Kota Negara,kami warga bandung akan mengawal pembangunan ikn ibu kota negara,kami warga bandung akan mengawal pembangunan ibu kota negara ibu kota negara,"['kami', 'warga', 'bandung', 'akan', 'mengawal', 'pembangunan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara']","['warga', 'bandung', 'mengawal', 'pembangunan', 'kota', 'negara', 'kota', 'negara']",-3,negative,"[('mengawal', 2)]","[('bandung', -1), ('mengawal', -2), ('kota', -1), ('kota', -1)]"
842,Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024. https://t.co/qD0liZfyy0,Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024. https://t.co/qD0liZfyy0,menkominfo mengungkapkan pegawai kementerian kominfo akan memulai berkantor di ibu kota negara ikn nusantara mulai juli,menkominfo mengungkapkan pegawai kementerian kominfo akan memulai berkantor di ibu kota negara ibu kota negara nusantara mulai juli,"['menkominfo', 'mengungkapkan', 'pegawai', 'kementerian', 'kominfo', 'akan', 'memulai', 'berkantor', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'mulai', 'juli']","['menkominfo', 'pegawai', 'kementerian', 'kominfo', 'berkantor', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'juli']",1,positive,"[('pegawai', 3)]","[('kota', -1), ('kota', -1)]"
306,@IKNnusantaraID Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka. #IbuKotaNegara,@IKNnusantaraID Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka. #Ibu Kota Negara,pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka ibu kota negara,pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka ibu kota negara,"['pemindahan', 'ibu', 'kota', 'nusantara', 'adalah', 'peluang', 'besar', 'bagi', 'warga', 'negara', 'untuk', 'memperbaiki', 'kehidupan', 'mereka', 'ibu', 'kota', 'negara']","['pemindahan', 'kota', 'nusantara', 'peluang', 'warga', 'negara', 'memperbaiki', 'kehidupan', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
307,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #IbuKotaNegara,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #Ibu Kota Negara,usia  udh  th ga papa dah ttp dukung ikn salam dari banjarmasin ibu kota negara,usia  sudah  th tidak papa deh tetap dukung ibu kota negara salam dari banjarmasin ibu kota negara,"['usia', 'sudah', 'th', 'tidak', 'papa', 'deh', 'tetap', 'dukung', 'ibu', 'kota', 'negara', 'salam', 'dari', 'banjarmasin', 'ibu', 'kota', 'negara']","['usia', 'th', 'papa', 'deh', 'dukung', 'kota', 'negara', 'salam', 'banjarmasin', 'kota', 'negara']",2,positive,"[('dukung', 4)]","[('kota', -1), ('kota', -1)]"
823,Stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan IKN. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/zrYBbi5AaE,Stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan IKN. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/zrYBbi5AaE,stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan ikn ibu kota negara iknnusantara pindah ibu kota,stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan ibu kota negara ibu kota negara ibu kota negara nusantara pindah ibu kota,"['stadion', 'tersebut', 'direncanakan', 'sebagai', 'pusat', 'kegiatan', 'olahraga', 'dan', 'pertandingan', 'tingkat', 'internasional', 'di', 'kawasan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['stadion', 'direncanakan', 'pusat', 'kegiatan', 'olahraga', 'pertandingan', 'tingkat', 'internasional', 'kawasan', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']",1,positive,"[('pusat', 3), ('kegiatan', 3), ('tingkat', 1), ('pindah', 1)]","[('kota', -1), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
333,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/2r0AMM70ry,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/2r0AMM70ry,ppu personil satuan tugas operasi nusantara mahakam polda kaltim melaksanakan patroli kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan ibu kota negara ikn,ppu personil satuan tugas operasi nusantara mahakam polda kaltim melaksanakan patroli keamanan dan ketertiban masyarakat secara intensif serta pengamanan di beberapa titik penting di kawasan ibu kota negara ibu kota negara,"['ppu', 'personil', 'satuan', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'melaksanakan', 'patroli', 'keamanan', 'dan', 'ketertiban', 'masyarakat', 'secara', 'intensif', 'serta', 'pengamanan', 'di', 'beberapa', 'titik', 'penting', 'di', 'kawasan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara']","['ppu', 'personil', 'satuan', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'melaksanakan', 'patroli', 'keamanan', 'ketertiban', 'masyarakat', 'intensif', 'pengamanan', 'titik', 'kawasan', 'kota', 'negara', 'kota', 'negara']",-5,negative,"[('operasi', 1), ('patroli', 2), ('ketertiban', 3), ('intensif', 2)]","[('tugas', -1), ('melaksanakan', -3), ('intensif', -4), ('titik', -3), ('kota', -1), ('kota', -1)]"
49,IKN membanggakan dengan lapangan upacara berstandar FIFA. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/V5bboUrYKj,IKN membanggakan dengan lapangan upacara berstandar FIFA. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/V5bboUrYKj,ikn membanggakan dengan lapangan upacara berstandar fifa ibu kota negara iknnusantara pindah ibu kota,ibu kota negara membanggakan dengan lapangan upacara berstandar fifa ibu kota negara ibu kota negara nusantara pindah ibu kota,"['ibu', 'kota', 'negara', 'membanggakan', 'dengan', 'lapangan', 'upacara', 'berstandar', 'fifa', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['kota', 'negara', 'membanggakan', 'lapangan', 'upacara', 'berstandar', 'fifa', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']",-3,negative,"[('lapangan', 3), ('pindah', 1)]","[('kota', -1), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
737,@youthful_mediaa Infrastruktur modern beri akses lebih mudah pada sumber daya alam #IbuKotaNegara,@youthful_mediaa Infrastruktur modern beri akses lebih mudah pada sumber daya alam #Ibu Kota Negara,infrastruktur modern beri akses lebih mudah pada sumber daya alam ibu kota negara,infrastruktur modern beri akses lebih mudah pada sumber daya alam ibu kota negara,"['infrastruktur', 'modern', 'beri', 'akses', 'lebih', 'mudah', 'pada', 'sumber', 'daya', 'alam', 'ibu', 'kota', 'negara']","['infrastruktur', 'modern', 'akses', 'mudah', 'sumber', 'daya', 'alam', 'kota', 'negara']",8,positive,"[('modern', 3), ('akses', 2), ('mudah', 4), ('alam', 2)]","[('mudah', -1), ('alam', -1), ('kota', -1)]"
2,Tak hanya soal kabinet Prabowo juga mesti menghentikan semua warisan proyek Jokowi yang bermasalah serta membebani keuangan negara seperti Ibu Kota Negara Nusantara dan proyek kereta cepat.,Tak hanya soal kabinet Prabowo juga mesti menghentikan semua warisan proyek Jokowi yang bermasalah serta membebani keuangan negara seperti Ibu Kota Negara Nusantara dan proyek kereta cepat.,tak hanya soal kabinet prabowo juga mesti menghentikan semua warisan proyek jokowi yang bermasalah serta membebani keuangan negara seperti ibu kota negara nusantara dan proyek kereta cepat,tidak hanya soal kabinet prabowo juga mesti menghentikan semua warisan proyek jokowi  yang bermasalah serta membebani keuangan negara seperti ibu kota negara nusantara dan proyek kereta cepat,"['tidak', 'hanya', 'soal', 'kabinet', 'prabowo', 'juga', 'mesti', 'menghentikan', 'semua', 'warisan', 'proyek', 'jokowi', 'yang', 'bermasalah', 'serta', 'membebani', 'keuangan', 'negara', 'seperti', 'ibu', 'kota', 'negara', 'nusantara', 'dan', 'proyek', 'kereta', 'cepat']","['kabinet', 'prabowo', 'mesti', 'menghentikan', 'warisan', 'proyek', 'jokowi', 'bermasalah', 'membebani', 'keuangan', 'negara', 'kota', 'negara', 'nusantara', 'proyek', 'kereta', 'cepat']",-13,negative,"[('warisan', 3), ('cepat', 3)]","[('kabinet', -3), ('mesti', -3), ('menghentikan', -5), ('kota', -1), ('kereta', -4), ('cepat', -3)]"
