,Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,tweet_tokens_WSW
197,777,Rp 34 45 Triliun dianggarkan untuk pembangunan infrastruktur IKN pada tahun 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/MGMc1AyMzB,Rp 34 45 Triliun dianggarkan untuk pembangunan infrastruktur IKN pada tahun 2024 #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/MGMc1AyMzB,rp   triliun dianggarkan untuk pembangunan infrastruktur ikn pada tahun  ibu kota negara iknnusantara pindah ibu kota,rp   triliun dianggarkan untuk pembangunan infrastruktur ibu kota negara pada tahun  ibu kota negara ibu kota negara nusantara pindah ibu kota,"['rp', 'triliun', 'dianggarkan', 'untuk', 'pembangunan', 'infrastruktur', 'ibu', 'kota', 'negara', 'pada', 'tahun', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['rp', 'triliun', 'dianggarkan', 'pembangunan', 'infrastruktur', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']"
198,334,Peta buta paling memorable buat saya. Suka dites sm papa ini kota apa ini negara apa ibu kota negara ini di mana letaknya.,Peta buta paling memorable buat saya. Suka dites sm papa ini kota apa ini negara apa ibu kota negara ini di mana letaknya.,peta buta paling memorable buat saya suka dites sm papa ini kota apa ini negara apa ibu kota negara ini di mana letaknya,peta buta paling memorable buat saya suka dites sama papa ini kota apa ini negara apa ibu kota negara ini di mana letaknya,"['peta', 'buta', 'paling', 'memorable', 'buat', 'saya', 'suka', 'dites', 'sama', 'papa', 'ini', 'kota', 'apa', 'ini', 'negara', 'apa', 'ibu', 'kota', 'negara', 'ini', 'di', 'mana', 'letaknya']","['peta', 'buta', 'memorable', 'suka', 'dites', 'papa', 'kota', 'negara', 'kota', 'negara', 'letaknya']"
199,210,@sakkusaitna @AyaniMel waktu IM menjabat presiden kondisi mesir blm stabil. skrg eknomi mesir lebih mengenaskan akibat Al sisi pingin bangun lg ibu kota negara uangnya g ada. dan mesir sampai jual kota untuk bayar utang.,@sakkusaitna @AyaniMel waktu IM menjabat presiden kondisi mesir blm stabil. skrg eknomi mesir lebih mengenaskan akibat Al sisi pingin bangun lg ibu kota negara uangnya g ada. dan mesir sampai jual kota untuk bayar utang.,waktu im menjabat presiden kondisi mesir blm stabil skrg eknomi mesir lebih mengenaskan akibat al sisi pingin bangun lg ibu kota negara uangnya  ada dan mesir sampai jual kota untuk bayar utang,waktu im menjabat presiden kondisi mesir belum stabil sekarang eknomi mesir lebih mengenaskan akibat al sisi pingin bangun lagi ibu kota negara uangnya  ada dan mesir sampai jual kota untuk bayar utang,"['waktu', 'im', 'menjabat', 'presiden', 'kondisi', 'mesir', 'belum', 'stabil', 'sekarang', 'eknomi', 'mesir', 'lebih', 'mengenaskan', 'akibat', 'al', 'sisi', 'pingin', 'bangun', 'lagi', 'ibu', 'kota', 'negara', 'uangnya', 'ada', 'dan', 'mesir', 'sampai', 'jual', 'kota', 'untuk', 'bayar', 'utang']","['im', 'menjabat', 'presiden', 'kondisi', 'mesir', 'stabil', 'eknomi', 'mesir', 'mengenaskan', 'akibat', 'al', 'sisi', 'pingin', 'bangun', 'kota', 'negara', 'uangnya', 'mesir', 'jual', 'kota', 'bayar', 'utang']"
200,350,@meraaahputiiih Fasilitas olahraga modern akan meningkatkan gaya hidup sehat warga #IbuKotaNegara,@meraaahputiiih Fasilitas olahraga modern akan meningkatkan gaya hidup sehat warga #Ibu Kota Negara,fasilitas olahraga modern akan meningkatkan gaya hidup sehat warga ibu kota negara,fasilitas olahraga modern akan meningkatkan gaya hidup sehat warga ibu kota negara,"['fasilitas', 'olahraga', 'modern', 'akan', 'meningkatkan', 'gaya', 'hidup', 'sehat', 'warga', 'ibu', 'kota', 'negara']","['fasilitas', 'olahraga', 'modern', 'meningkatkan', 'gaya', 'hidup', 'sehat', 'warga', 'kota', 'negara']"
201,78,Heru Budi masih menunggu peresmian pemindahan ibu kota negara dari Jakarta ke Nusantara. https://t.co/LS0CTLFhZZ,Heru Budi masih menunggu peresmian pemindahan ibu kota negara dari Jakarta ke Nusantara. https://t.co/LS0CTLFhZZ,heru budi masih menunggu peresmian pemindahan ibu kota negara dari jakarta ke nusantara,heru budi masih menunggu peresmian pemindahan ibu kota negara dari jakarta ke nusantara,"['heru', 'budi', 'masih', 'menunggu', 'peresmian', 'pemindahan', 'ibu', 'kota', 'negara', 'dari', 'jakarta', 'ke', 'nusantara']","['heru', 'budi', 'menunggu', 'peresmian', 'pemindahan', 'kota', 'negara', 'jakarta', 'nusantara']"
202,29,@IKNnusantaraID Keberlanjutan lingkungan akan dijaga dalam perencanaan kota baru #IbuKotaNegara,@IKNnusantaraID Keberlanjutan lingkungan akan dijaga dalam perencanaan kota baru #Ibu Kota Negara,keberlanjutan lingkungan akan dijaga dalam perencanaan kota baru ibu kota negara,keberlanjutan lingkungan akan dijaga dalam perencanaan kota baru ibu kota negara,"['keberlanjutan', 'lingkungan', 'akan', 'dijaga', 'dalam', 'perencanaan', 'kota', 'baru', 'ibu', 'kota', 'negara']","['keberlanjutan', 'lingkungan', 'dijaga', 'perencanaan', 'kota', 'kota', 'negara']"
203,280,Suatu terobosan luar biasa dari Tonny Blair https://t.co/nUxUlEafCV Mantan Perdana Menteri Inggris Tony Blair akan membantu penyediaan konektivitas internet di Ibu Kota Negara (IKN) Nusantara.,Suatu terobosan luar biasa dari Tonny Blair https://t.co/nUxUlEafCV Mantan Perdana Menteri Inggris Tony Blair akan membantu penyediaan konektivitas internet di Ibu Kota Negara (IKN) Nusantara.,suatu terobosan luar biasa dari tonny blair mantan perdana menteri inggris tony blair akan membantu penyediaan konektivitas internet di ibu kota negara ikn nusantara,suatu terobosan luar biasa dari tonny blair mantan perdana menteri inggris tony blair akan membantu penyediaan konektivitas internet di ibu kota negara ibu kota negara nusantara,"['suatu', 'terobosan', 'luar', 'biasa', 'dari', 'tonny', 'blair', 'mantan', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'akan', 'membantu', 'penyediaan', 'konektivitas', 'internet', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara']","['terobosan', 'tonny', 'blair', 'mantan', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'membantu', 'penyediaan', 'konektivitas', 'internet', 'kota', 'negara', 'kota', 'negara', 'nusantara']"
204,507,@MongabayID Ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli... Apalagi ini...,@MongabayID Ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli... Apalagi ini...,ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli apalagi ini,ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yang masih satu pulau dengan ibu kota saja negara tidak terlalu peduli apalagi ini,"['ratusan', 'nyawa', 'manusia', 'hilang', 'dalam', 'satu', 'malam', 'di', 'stadion', 'kanjuruhan', 'yang', 'masih', 'satu', 'pulau', 'dengan', 'ibu', 'kota', 'saja', 'negara', 'tidak', 'terlalu', 'peduli', 'apalagi', 'ini']","['ratusan', 'nyawa', 'manusia', 'hilang', 'malam', 'stadion', 'kanjuruhan', 'pulau', 'kota', 'negara', 'peduli']"
205,638,Pemerintah akan kembali mendorong percepatan investasi asing ke Ibu Kota Negara (IKN) Nusantara setelah ada putusan Mahkamah Konstitusi (MK) soal sengketa hasil pemilu presiden (Pilpres) 2024. ___ Danramil Dita #viralvideo Liverpool Mainin #OperasiKetupat2024 https://t.co/WmeRtXixwk,Pemerintah akan kembali mendorong percepatan investasi asing ke Ibu Kota Negara (IKN) Nusantara setelah ada putusan Mahkamah Konstitusi (MK) soal sengketa hasil pemilu presiden (Pilpres) 2024. ___ Danramil Dita #viralvideo Liverpool Mainin #Operasi Ketupat2024 https://t.co/WmeRtXixwk,pemerintah akan kembali mendorong percepatan investasi asing ke ibu kota negara ikn nusantara setelah ada putusan mahkamah konstitusi mk soal sengketa hasil pemilu presiden pilpres  ___ danramil dita viralvideo liverpool mainin operasi ketupat,pemerintah akan kembali mendorong percepatan investasi asing ke ibu kota negara ibu kota negara nusantara setelah ada putusan mahkamah konstitusi mk soal sengketa hasil pemilu presiden pilpres  ___ danramil dita viralvideo liverpool mainkan operasi ketupat,"['pemerintah', 'akan', 'kembali', 'mendorong', 'percepatan', 'investasi', 'asing', 'ke', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'setelah', 'ada', 'putusan', 'mahkamah', 'konstitusi', 'mk', 'soal', 'sengketa', 'hasil', 'pemilu', 'presiden', 'pilpres', '___', 'danramil', 'dita', 'viralvideo', 'liverpool', 'mainkan', 'operasi', 'ketupat']","['pemerintah', 'mendorong', 'percepatan', 'investasi', 'asing', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'putusan', 'mahkamah', 'konstitusi', 'mk', 'sengketa', 'hasil', 'pemilu', 'presiden', 'pilpres', '___', 'danramil', 'dita', 'viralvideo', 'liverpool', 'mainkan', 'operasi', 'ketupat']"
206,801,@meraaahputiiih IKN Nusantara akan meningkatkan daya saing industri manufaktur Indonesia di pasar global. #IbuKotaNegara,@meraaahputiiih IKN Nusantara akan meningkatkan daya saing industri manufaktur Indonesia di pasar global. #Ibu Kota Negara,ikn nusantara akan meningkatkan daya saing industri manufaktur indonesia di pasar global ibu kota negara,ibu kota negara nusantara akan meningkatkan daya saing industri manufaktur indonesia di pasar global ibu kota negara,"['ibu', 'kota', 'negara', 'nusantara', 'akan', 'meningkatkan', 'daya', 'saing', 'industri', 'manufaktur', 'indonesia', 'di', 'pasar', 'global', 'ibu', 'kota', 'negara']","['kota', 'negara', 'nusantara', 'meningkatkan', 'daya', 'saing', 'industri', 'manufaktur', 'indonesia', 'pasar', 'global', 'kota', 'negara']"
207,289,ibu kota negara dulunya mau di salah satu daerah di Indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di Indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di indonesia timur tapi gajadi,ibu kota negara dulunya mau di salah satu daerah di indonesia timur tapi tidak jadi,"['ibu', 'kota', 'negara', 'dulunya', 'mau', 'di', 'salah', 'satu', 'daerah', 'di', 'indonesia', 'timur', 'tapi', 'tidak', 'jadi']","['kota', 'negara', 'dulunya', 'salah', 'daerah', 'indonesia', 'timur']"
208,165,Terobosan menuju masa depan: Langkah Presiden Jokowi untuk memajukan infrastruktur digital di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/4VXzKZu39X,Terobosan menuju masa depan: Langkah Presiden Jokowi untuk memajukan infrastruktur digital di Indonesia. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/4VXzKZu39X,terobosan menuju masa depan langkah presiden jokowi untuk memajukan infrastruktur digital di indonesia ibu kota negara iknnusantara pindah ibu kota,terobosan menuju masa depan langkah presiden jokowi  untuk memajukan infrastruktur digital di indonesia ibu kota negara ibu kota negara nusantara pindah ibu kota,"['terobosan', 'menuju', 'masa', 'depan', 'langkah', 'presiden', 'jokowi', 'untuk', 'memajukan', 'infrastruktur', 'digital', 'di', 'indonesia', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['terobosan', 'langkah', 'presiden', 'jokowi', 'memajukan', 'infrastruktur', 'digital', 'indonesia', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']"
209,855,@KoalisiNetizen Peningkatan sektor industri berkontribusi pada ekspor nasional #IbuKotaNegara,@KoalisiNetizen Peningkatan sektor industri berkontribusi pada ekspor nasional #Ibu Kota Negara,peningkatan sektor industri berkontribusi pada ekspor nasional ibu kota negara,peningkatan sektor industri berkontribusi pada ekspor nasional ibu kota negara,"['peningkatan', 'sektor', 'industri', 'berkontribusi', 'pada', 'ekspor', 'nasional', 'ibu', 'kota', 'negara']","['peningkatan', 'sektor', 'industri', 'berkontribusi', 'ekspor', 'nasional', 'kota', 'negara']"
210,497,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/aHKYGEHqDd,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/aHKYGEHqDd,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ikn,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ibu kota negara,"['pemerintah', 'akan', 'memberikan', 'unit', 'apartemen', 'untuk', 'aparatur', 'sipil', 'negara', 'asn', 'yang', 'pindah', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara']","['pemerintah', 'unit', 'apartemen', 'aparatur', 'sipil', 'negara', 'asn', 'pindah', 'kota', 'nusantara', 'kota', 'negara']"
211,462,@ShaniaLorenzz pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #IbuKotaNegara,@ShaniaLorenzz pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #Ibu Kota Negara,pembangunan ikn akan melibatkan masyarakat sekitar kalimantan timur ibu kota negara,pembangunan ibu kota negara akan melibatkan masyarakat sekitar kalimantan timur ibu kota negara,"['pembangunan', 'ibu', 'kota', 'negara', 'akan', 'melibatkan', 'masyarakat', 'sekitar', 'kalimantan', 'timur', 'ibu', 'kota', 'negara']","['pembangunan', 'kota', 'negara', 'melibatkan', 'masyarakat', 'kalimantan', 'timur', 'kota', 'negara']"
212,65,UNIVERSITAS INDONESIA UNIVERSITAS KAMI IBU KOTA NEGARA,UNIVERSITAS INDONESIA UNIVERSITAS KAMI IBU KOTA NEGARA,universitas indonesia universitas kami ibu kota negara,universitas indonesia universitas kami ibu kota negara,"['universitas', 'indonesia', 'universitas', 'kami', 'ibu', 'kota', 'negara']","['universitas', 'indonesia', 'universitas', 'kota', 'negara']"
213,141,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat. you cant stop me from raiding istana negara in the future.,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat. you cant stop me from raiding istana negara in the future.,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat you cant stop me from raiding istana negara in the future,tinggal tunggu waktu saja sampai semuanya kena aturan-aturan ibu kota baru dekat you cant berhenti me from raiding istana negara in the future,"['tinggal', 'tunggu', 'waktu', 'saja', 'sampai', 'semuanya', 'kena', 'aturan-aturan', 'ibu', 'kota', 'baru', 'dekat', 'you', 'cant', 'berhenti', 'me', 'from', 'raiding', 'istana', 'negara', 'in', 'the', 'future']","['tinggal', 'tunggu', 'kena', 'aturan-aturan', 'kota', 'you', 'cant', 'berhenti', 'me', 'from', 'raiding', 'istana', 'negara', 'in', 'the', 'future']"
214,275,@abangbelneg semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat #IbuKotaNegara,@abangbelneg semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat #Ibu Kota Negara,semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat ibu kota negara,semoga hasilnya memuaskan dan memberikan masukan sosial ekonomi bagus bagi negara tidak seperti proyek kereta cepat ibu kota negara,"['semoga', 'hasilnya', 'memuaskan', 'dan', 'memberikan', 'masukan', 'sosial', 'ekonomi', 'bagus', 'bagi', 'negara', 'tidak', 'seperti', 'proyek', 'kereta', 'cepat', 'ibu', 'kota', 'negara']","['semoga', 'hasilnya', 'memuaskan', 'masukan', 'sosial', 'ekonomi', 'bagus', 'negara', 'proyek', 'kereta', 'cepat', 'kota', 'negara']"
215,830,@prabowo Ada yg mw di lantik di IKN nih .. IKN itu bukan ibu kota tp negara di dalam negara . Kalian org partai cuma bisa menghancurkan negara. Kami tunggu permainan kalian sampai mana mau ngancurin negara ini. Kami akan siap mengusir kalian dari negara ini.,@prabowo Ada yg mw di lantik di IKN nih .. IKN itu bukan ibu kota tp negara di dalam negara . Kalian org partai cuma bisa menghancurkan negara. Kami tunggu permainan kalian sampai mana mau ngancurin negara ini. Kami akan siap mengusir kalian dari negara ini.,ada yg mw di lantik di ikn nih ikn itu bukan ibu kota tp negara di dalam negara kalian org partai cuma bisa menghancurkan negara kami tunggu permainan kalian sampai mana mau ngancurin negara ini kami akan siap mengusir kalian dari negara ini,ada yang now watching di lantik di ibu kota negara ini ibu kota negara itu bukan ibu kota tapi negara di dalam negara kalian orang partai cuma bisa menghancurkan negara kami tunggu permainan kalian sampai mana mau ngancurin negara ini kami akan siap mengusir kalian dari negara ini,"['ada', 'yang', 'now', 'watching', 'di', 'lantik', 'di', 'ibu', 'kota', 'negara', 'ini', 'ibu', 'kota', 'negara', 'itu', 'bukan', 'ibu', 'kota', 'tapi', 'negara', 'di', 'dalam', 'negara', 'kalian', 'orang', 'partai', 'cuma', 'bisa', 'menghancurkan', 'negara', 'kami', 'tunggu', 'permainan', 'kalian', 'sampai', 'mana', 'mau', 'ngancurin', 'negara', 'ini', 'kami', 'akan', 'siap', 'mengusir', 'kalian', 'dari', 'negara', 'ini']","['now', 'watching', 'lantik', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'negara', 'orang', 'partai', 'menghancurkan', 'negara', 'tunggu', 'permainan', 'ngancurin', 'negara', 'mengusir', 'negara']"
216,581,@agnes_nazila Kami warga Kendari mendukung pemindahan Ibu Kota negara,@agnes_nazila Kami warga Kendari mendukung pemindahan Ibu Kota negara,kami warga kendari mendukung pemindahan ibu kota negara,kami warga kendari mendukung pemindahan ibu kota negara,"['kami', 'warga', 'kendari', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']","['warga', 'kendari', 'mendukung', 'pemindahan', 'kota', 'negara']"
217,464,Dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi DJPb terus mengevaluasi dan meningkatkan kinerja. Majalah Treasury Indonesia Volume I Tahun 2024 juga menghadirkan peran DJPb dalam mengawal pembangunan Ibu Kota Ibu Kota Negara (IKN)-,Dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi DJPb terus mengevaluasi dan meningkatkan kinerja. Majalah Treasury Indonesia Volume I Tahun 2024 juga menghadirkan peran DJPb dalam mengawal pembangunan Ibu Kota Ibu Kota Negara (IKN)-,dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi djpb terus mengevaluasi dan meningkatkan kinerja majalah treasury indonesia volume  tahun  juga menghadirkan peran djpb dalam mengawal pembangunan ibu kota ibu kota negara ikn -,dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi djpb terus mengevaluasi dan meningkatkan kinerja majalah treasury indonesia volume  tahun  juga menghadirkan peran djpb dalam mengawal pembangunan ibu kota ibu kota negara ibu kota negara -,"['dua', 'dekade', 'perjalanan', 'dipenuhi', 'dengan', 'catatan', 'yang', 'perlu', 'menjadi', 'pijakan', 'bagi', 'djpb', 'terus', 'mengevaluasi', 'dan', 'meningkatkan', 'kinerja', 'majalah', 'treasury', 'indonesia', 'volume', 'tahun', 'juga', 'menghadirkan', 'peran', 'djpb', 'dalam', 'mengawal', 'pembangunan', 'ibu', 'kota', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', '-']","['dekade', 'perjalanan', 'dipenuhi', 'catatan', 'pijakan', 'djpb', 'mengevaluasi', 'meningkatkan', 'kinerja', 'majalah', 'treasury', 'indonesia', 'volume', 'menghadirkan', 'peran', 'djpb', 'mengawal', 'pembangunan', 'kota', 'kota', 'negara', 'kota', 'negara', '-']"
218,667,Dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan Nusantara asean dan organisasi-organisasi internasional. Jadi apal yg namanya provinsi dan ibu kotanya. Bahkan beberapa nama blok tambang pun saya tau. Nama-nama organisasi dan ibu kota negara dunia juga.,Dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan Nusantara asean dan organisasi-organisasi internasional. Jadi apal yg namanya provinsi dan ibu kotanya. Bahkan beberapa nama blok tambang pun saya tau. Nama-nama organisasi dan ibu kota negara dunia juga.,dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan nusantara asean dan organisasi-organisasi internasional jadi apal yg namanya provinsi dan ibu kotanya bahkan beberapa nama blok tambang pun saya tau nama-nama organisasi dan ibu kota negara dunia juga,dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan nusantara asean dan organisasi-organisasi internasional jadi apal yang namanya provinsi dan ibu kotanya bahkan beberapa nama blok tambang pun saya tahu nama-nama organisasi dan ibu kota negara dunia juga,"['dari', 'sini', 'saya', 'bersyukur', 'dari', 'dulu', 'saya', 'emang', 'suka', 'sama', 'peta', 'wawasan', 'nusantara', 'asean', 'dan', 'organisasi-organisasi', 'internasional', 'jadi', 'apal', 'yang', 'namanya', 'provinsi', 'dan', 'ibu', 'kotanya', 'bahkan', 'beberapa', 'nama', 'blok', 'tambang', 'pun', 'saya', 'tahu', 'nama-nama', 'organisasi', 'dan', 'ibu', 'kota', 'negara', 'dunia', 'juga']","['bersyukur', 'emang', 'suka', 'peta', 'wawasan', 'nusantara', 'asean', 'organisasi-organisasi', 'internasional', 'apal', 'namanya', 'provinsi', 'kotanya', 'nama', 'blok', 'tambang', 'nama-nama', 'organisasi', 'kota', 'negara', 'dunia']"
219,319,@IKNnusantaraID Kami warga Bandung akan mengawal pembangunan IKN #IbuKotaNegara,@IKNnusantaraID Kami warga Bandung akan mengawal pembangunan IKN #Ibu Kota Negara,kami warga bandung akan mengawal pembangunan ikn ibu kota negara,kami warga bandung akan mengawal pembangunan ibu kota negara ibu kota negara,"['kami', 'warga', 'bandung', 'akan', 'mengawal', 'pembangunan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara']","['warga', 'bandung', 'mengawal', 'pembangunan', 'kota', 'negara', 'kota', 'negara']"
220,842,Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024. https://t.co/qD0liZfyy0,Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024. https://t.co/qD0liZfyy0,menkominfo mengungkapkan pegawai kementerian kominfo akan memulai berkantor di ibu kota negara ikn nusantara mulai juli,menkominfo mengungkapkan pegawai kementerian kominfo akan memulai berkantor di ibu kota negara ibu kota negara nusantara mulai juli,"['menkominfo', 'mengungkapkan', 'pegawai', 'kementerian', 'kominfo', 'akan', 'memulai', 'berkantor', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'mulai', 'juli']","['menkominfo', 'pegawai', 'kementerian', 'kominfo', 'berkantor', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'juli']"
221,306,@IKNnusantaraID Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka. #IbuKotaNegara,@IKNnusantaraID Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka. #Ibu Kota Negara,pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka ibu kota negara,pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka ibu kota negara,"['pemindahan', 'ibu', 'kota', 'nusantara', 'adalah', 'peluang', 'besar', 'bagi', 'warga', 'negara', 'untuk', 'memperbaiki', 'kehidupan', 'mereka', 'ibu', 'kota', 'negara']","['pemindahan', 'kota', 'nusantara', 'peluang', 'warga', 'negara', 'memperbaiki', 'kehidupan', 'kota', 'negara']"
222,307,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #IbuKotaNegara,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #Ibu Kota Negara,usia  udh  th ga papa dah ttp dukung ikn salam dari banjarmasin ibu kota negara,usia  sudah  th tidak papa deh tetap dukung ibu kota negara salam dari banjarmasin ibu kota negara,"['usia', 'sudah', 'th', 'tidak', 'papa', 'deh', 'tetap', 'dukung', 'ibu', 'kota', 'negara', 'salam', 'dari', 'banjarmasin', 'ibu', 'kota', 'negara']","['usia', 'th', 'papa', 'deh', 'dukung', 'kota', 'negara', 'salam', 'banjarmasin', 'kota', 'negara']"
223,823,Stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan IKN. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/zrYBbi5AaE,Stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan IKN. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/zrYBbi5AaE,stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan ikn ibu kota negara iknnusantara pindah ibu kota,stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan ibu kota negara ibu kota negara ibu kota negara nusantara pindah ibu kota,"['stadion', 'tersebut', 'direncanakan', 'sebagai', 'pusat', 'kegiatan', 'olahraga', 'dan', 'pertandingan', 'tingkat', 'internasional', 'di', 'kawasan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']","['stadion', 'direncanakan', 'pusat', 'kegiatan', 'olahraga', 'pertandingan', 'tingkat', 'internasional', 'kawasan', 'kota', 'negara', 'kota', 'negara', 'kota', 'negara', 'nusantara', 'pindah', 'kota']"
224,333,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/2r0AMM70ry,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/2r0AMM70ry,ppu personil satuan tugas operasi nusantara mahakam polda kaltim melaksanakan patroli kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan ibu kota negara ikn,ppu personil satuan tugas operasi nusantara mahakam polda kaltim melaksanakan patroli keamanan dan ketertiban masyarakat secara intensif serta pengamanan di beberapa titik penting di kawasan ibu kota negara ibu kota negara,"['ppu', 'personil', 'satuan', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'melaksanakan', 'patroli', 'keamanan', 'dan', 'ketertiban', 'masyarakat', 'secara', 'intensif', 'serta', 'pengamanan', 'di', 'beberapa', 'titik', 'penting', 'di', 'kawasan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara']","['ppu', 'personil', 'satuan', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'melaksanakan', 'patroli', 'keamanan', 'ketertiban', 'masyarakat', 'intensif', 'pengamanan', 'titik', 'kawasan', 'kota', 'negara', 'kota', 'negara']"
