text,label,text_clean
Ooowhh.. IKN itu cuma proyek tho.. Owalah,negative,ooowhh ikn itu cuma proyek tho owalah
Sebagai rakyat jelata kita mikirnya tidak sampai kesitu pak. Pemilu ditunda alasan dana dan waktu yg tidak tepat. IKN jalan terus sedangkan saya dengar dananya gaib. Saya jadi ingin pensiun jadi rakyat jelata pak..  ingin jadi presiden juga,negative,sebagai rakyat jelata kita mikirnya tidak sampai kesitu pak pemilu ditunda alasan dana dan waktu yg tidak tepat ikn jalan terus sedangkan saya dengar dananya gaib saya jadi ingin pensiun jadi rakyat jelata pak ingin jadi presiden juga
"Rezim mikirin ambisi ikn, lupa rakyat sengsara akibat harga"" naik.",negative,rezim mikirin ambisi ikn lupa rakyat sengsara akibat harga naik
Kebijakan IKN itu salah satu bom waktu.,negative,kebijakan ikn itu salah satu bom waktu
"Seperti nya ini Acra ritual agar minyak goreng tidak langka lagi

Kurang kerjaan apa maksudnya berkemah di IKN",negative,seperti nya ini acra ritual agar minyak goreng tidak langka lagi kurang kerjaan apa maksudnya berkemah di ikn
"Rakyat di bawah yg kerja harian cari nasi sebungkus aja makin hari makin susah, cabut ppkm gak guna, bikin rakyat makin menderita",negative,rakyat di bawah yg kerja harian cari nasi sebungkus aja makin hari makin susah cabut ppkm gak guna bikin rakyat makin menderita
"ini dukunya siapa yah, ke IKN setiap gubernur suruh bawa tanah dan air kemudian masukin dalam kendi,",negative,ini dukunya siapa yah ke ikn setiap gubernur suruh bawa tanah dan air kemudian masukin dalam kendi
IKN bakalan di alih fungsikan ke asalnya berupa hutan.... apabila presiden baru nantinya terpilih,negative,ikn bakalan di alih fungsikan ke asalnya berupa hutan apabila presiden baru nantinya terpilih
"Sekali kena serang IKN, Mabes TNI dan Mabes Polri ludes , ilang deh Indonesia dari peta .",negative,sekali kena serang ikn mabes tni dan mabes polri ludes ilang deh indonesia dari peta
"Skrg kita paham, pelantikan otorita itu identik dg tugas cari dana buat IKN.",negative,skrg kita paham pelantikan otorita itu identik dg tugas cari dana buat ikn
Gimana kalau IKN sampai 2024 berupa Bumi Perkemahan saja?  Tenda cukup. Nggak perlu nambah utang atw 3 Periode!,negative,gimana kalau ikn sampai  berupa bumi perkemahan saja tenda cukup nggak perlu nambah utang atw  periode
"Negeri dagelan, ibu kotanya belum jadi.. Sdh melantik pejabatnya... Langsung suruh berkantor di IKN.",negative,negeri dagelan ibu kotanya belum jadi sdh melantik pejabatnya langsung suruh berkantor di ikn
Kami pusing  punya presiden malah mikirkan ikn dan memperpanjang jabatan.....kalau pusing mundur aja pak ...masih banyak orang pintar yg lebih berkompeten jd presiden,negative,kami pusing punya presiden malah mikirkan ikn dan memperpanjang jabatan kalau pusing mundur aja pak masih banyak orang pintar yg lebih berkompeten jd presiden
"Udah tau tapi ngeyel , paling 2024 sama mba puan (presiden selanjutnya) uu ikn diamandemen.",negative,udah tau tapi ngeyel paling  sama mba puan presiden selanjutnya uu ikn diamandemen
"titik nol msih hutan, tpi rame'y udh kaya mw pindah bsok, smpe ktua IKN udh dilantik.. kaya mw rumah2an aj, oy itu tenda import ya yg dipake..",negative,titik nol msih hutan tpi rame  udh kaya mw pindah bsok smpe ktua ikn udh dilantik kaya mw rumahan aj oy itu tenda import ya yg dipake
"500 T bisa bikin rakyat makmur, IKN apa manfaatnya buat rakyat,",negative, bisa bikin rakyat makmur ikn apa manfaatnya buat rakyat
Eh...kaget.....kaget Saya tiba-tiba tanah dipatok untuk IKN,negative,eh kaget kaget saya tiba-tiba tanah dipatok untuk ikn
"IKN gmn....tiket nonton mandalika gmn?? Koq tebang pilih...
Btw ketum psi udah sidak belum ke pasar² mantau harga² pada naik nih...",negative,ikn gmn tiket nonton mandalika gmn koq tebang pilih btw ketum psi udah sidak belum ke pasar mantau harga pada naik nih
"klenikny di tolak sm dukun
yg di minta tdk jd dong ikn dan perpanjangan masa...wkwkwk",negative,klenikny di tolak sm dukun yg di minta tdk jd dong ikn dan perpanjangan masa wkwkwk
"Nanti apapun tergantung big data saja.
BIG DATA publikasi : 
DPR dibubarkan, apakah bubar?
IKN pindah lagi ke Jkt. Boyongan lagi?
Si anu calon Presiden,si Anu tidak. Pasrah?
DLL
Apakah sampai begitu ketergantungan kita pada Big Data?
Bagaimana jika terjadi rivalitas big Data??",negative,nanti apapun tergantung big data saja big data publikasi dpr dibubarkan apakah bubar ikn pindah lagi ke jkt boyongan lagi si anu calon presiden si anu tidak pasrah dll apakah sampai begitu ketergantungan kita pada big data bagaimana jika terjadi rivalitas big data
"Cita cita lu aja kali, sini mah kagak butuh ikn, sok sokan kek punya duit aja, urus tuh minyak, mafia mafia migas, malah camping, owalah",negative,cita cita lu aja kali sini mah kagak butuh ikn sok sokan kek punya duit aja urus tuh minyak mafia mafia migas malah camping owalah
"Eh boncel apa bener lu sudah di IKN, dan lu nyinyirin di situ, ditunggu aja yee biasanya orang-orang yg nyinyirin Penajam paser utara biasanya langsung Sakit !",negative,eh boncel apa bener lu sudah di ikn dan lu nyinyirin di situ ditunggu aja yee biasanya orang-orang yg nyinyirin penajam paser utara biasanya langsung sakit
"Jadi yg was2 itu klo pemilu ditunda atau pemilu ga ditunda hut? Kayaknya was2 ga bakal menang ya, soalnya klo bukan dari gerombolannya yg menang pemilu, nasib IKN bakal....",negative,jadi yg was itu klo pemilu ditunda atau pemilu ga ditunda hut kayaknya was ga bakal menang ya soalnya klo bukan dari gerombolannya yg menang pemilu nasib ikn bakal
Proyek IKN ini adalah proyek besar… dengan komisi yg sangat besar pula… proyek kereta cepat cina mrpkn contoh sebuah proyek yg jd bancakan utk di korupsi besar-besaran dan juga komisi besar,negative,proyek ikn ini adalah proyek besar dengan komisi yg sangat besar pula proyek kereta cepat cina mrpkn contoh sebuah proyek yg jd bancakan utk di korupsi besar-besaran dan juga komisi besar
"Kalian HTI gak usah sibuk mikirin IKN, sebab kita beda idiologi!""",negative,kalian hti gak usah sibuk mikirin ikn sebab kita beda idiologi
Maksa bnget ma IKN nih...,negative,maksa bnget ma ikn nih
"IKN ......... 
@KPK_RI
 depan mata Triliunan gak ada hasil !!!!!",negative,ikn depan mata triliunan gak ada hasil
Smg nasib IKN tdk serupa seperti mobil Esemka yg jd mobil ghaib,negative,smg nasib ikn tdk serupa seperti mobil esemka yg jd mobil ghaib
Semoga tidak nyasar ke IKN yg ada kemahnya,negative,semoga tidak nyasar ke ikn yg ada kemahnya
"Malu gak sih?
Trus mau bikin IKN???",negative,malu gak sih trus mau bikin ikn
udh duit gk ada buat bangun IKN pake acara kemah segala berapa tuh anggaran buat kemah kek gitu..mana pke bawa  air segala di kendi..udh sirik tuh..mana bisa berkah klo udh sirik gitu..,negative,udh duit gk ada buat bangun ikn pake acara kemah segala berapa tuh anggaran buat kemah kek gitu mana pke bawa air segala di kendi udh sirik tuh mana bisa berkah klo udh sirik gitu
"MU kalah itu cuma pengalihan isu dari kelangkaan Minyak Goreng, Penambahan masa jabatan Presiden dan pengunduran pemilu 2024, pembangunan IKN, kasus Anak tertabrak Moge, sampai kasus Harun Masiku.",negative,mu kalah itu cuma pengalihan isu dari kelangkaan minyak goreng penambahan masa jabatan presiden dan pengunduran pemilu  pembangunan ikn kasus anak tertabrak moge sampai kasus harun masiku
"Jika dana ukt bangun IKN yg tdk ada dlm konstitusi tersedia, sedangkan dana utk Pemilu yg jelas diamanatkan konstitusi tdk tersedia, maka itu nongseng kalau kata malih.",negative,jika dana ukt bangun ikn yg tdk ada dlm konstitusi tersedia sedangkan dana utk pemilu yg jelas diamanatkan konstitusi tdk tersedia maka itu nongseng kalau kata malih
"Disuruh bawa air dan tanah.
Akankah ikn hilang dari peredaran seperti hilangnya Esemka?",negative,disuruh bawa air dan tanah akankah ikn hilang dari peredaran seperti hilangnya esemka
"Eh ada junjungan Nye 
Pergi kewahabi minta dana untuk bangun IKN
Ape tak malu cam tu",negative,eh ada junjungan nye pergi kewahabi minta dana untuk bangun ikn ape tak malu cam tu
Mau di pake buat IKN yaaa ? Hayoo ngaku ? OBOR china lewat sana yaa ??!,negative,mau di pake buat ikn yaaa hayoo ngaku obor china lewat sana yaa
Migor aj urusan blm kelar ne sibuk ngurus ikn,negative,migor aj urusan blm kelar ne sibuk ngurus ikn
Kalo usul penundaan IKN mah kita dukung,negative,kalo usul penundaan ikn mah kita dukung
"udahlah IKN gosah dibangun, liat aja Mandalika ga jelas kualitas aspal sama batunya.

nanti malah jd ""candi"" IKN lbh nyesek lagi.",negative,udahlah ikn gosah dibangun liat aja mandalika ga jelas kualitas aspal sama batunya nanti malah jd candi ikn lbh nyesek lagi
"Mayoritas rakyat monaslimin menolak, IKN",negative,mayoritas rakyat monaslimin menolak ikn
"selanjutnya si bambang dan si dony silakan tinggal di IKN, pake tenda aja ya.",negative,selanjutnya si bambang dan si dony silakan tinggal di ikn pake tenda aja ya
"memang itu tujuan ny softbank mundur, krn mencium gelagat yg sama curang dan kusut nya kek kereta cepat, ikn proyek yg pasti di telan cina krn banyak kepentingan cina terutama ingin menguasai 100persen kedaulatan indonesia bukan cuma invest2 an rugi pun bakal di telan sama cina",negative,memang itu tujuan ny softbank mundur krn mencium gelagat yg sama curang dan kusut nya kek kereta cepat ikn proyek yg pasti di telan cina krn banyak kepentingan cina terutama ingin menguasai persen kedaulatan indonesia bukan cuma invest an rugi pun bakal di telan sama cina
Memulai IKN dg ritual mistis...makin ngeri aja nih...Ya Allah lindungi bangsa ini dari azabMu....,negative,memulai ikn dg ritual mistis makin ngeri aja nih ya allah lindungi bangsa ini dari azabmu
"Nyambunglah, masalah migor yg kecil aja gak beres, mau bangun IKN?...apa gak kegedean tuh janji...",negative,nyambunglah masalah migor yg kecil aja gak beres mau bangun ikn apa gak kegedean tuh janji
Salah bawa air buat IKN jadi sungainya ngamuk,negative,salah bawa air buat ikn jadi sungainya ngamuk
"Kenapa ini tidak mau ditunda, ktnya butuh duit..
Lumayan 500T bisa beli migor smpai berenang..

Ngototnya cm tunda pemilu krn alsan g da anggaran..lg pndemi..

Hebat jg jk anggaran adanya cm di IKN dan diwilayah sana anti pandemi..",negative,kenapa ini tidak mau ditunda ktnya butuh duit lumayan  bisa beli migor smpai berenang ngototnya cm tunda pemilu krn alsan  da anggaran lg pndemi hebat jg jk anggaran adanya cm di ikn dan diwilayah sana anti pandemi
"Ini pemerintah main2in stok dan harga minyak goreng dalam rangka pengalihan isu apasi ? IKN mau diresmikan ? Grab rugi 51 T ? Segitunya sih kalian ama rakyat sendiri, jahat bangett",negative,ini pemerintah mainin stok dan harga minyak goreng dalam rangka pengalihan isu apasi ikn mau diresmikan grab rugi   segitunya sih kalian ama rakyat sendiri jahat bangett
"Gembong

Gemblung

Aquarium fakta

IkN bhaco tdoang

Palingan nasibnya kayak esemka tuh ikan",negative,gembong gemblung aquarium fakta ikn bhaco tdoang palingan nasibnya kayak esemka tuh ikan
"Mereka camping di titik nol IKN dalam rangka mencari wangsit, barangkali saja wangsitnya jitu, entah apa yg dicari? Persoalan yg sedang kritis saja blm mencair.",negative,mereka camping di titik nol ikn dalam rangka mencari wangsit barangkali saja wangsitnya jitu entah apa yg dicari persoalan yg sedang kritis saja blm mencair
"ngambil tanahnya di lokasi reklamasi , airnya dari waduk jatiluhur. tanah dan air jakarta sdh mewakili bbrp daerah luar jakarta. aura jakarta di IKN dikit..",negative,ngambil tanahnya di lokasi reklamasi airnya dari waduk jatiluhur tanah dan air jakarta sdh mewakili bbrp daerah luar jakarta aura jakarta di ikn dikit
Ide yg baik... Tapi selesaikan dlu masalah yg ada. Tidak usah kebut IKN. Minyak mana minyak,negative,ide yg baik tapi selesaikan dlu masalah yg ada tidak usah kebut ikn minyak mana minyak
"Maklum Bro, Presiden 
@jokowi
 kan tebak2an nya nama2 IKN",negative,maklum bro presiden kan tebakan nya nama ikn
"pembangunan kota baru BSD ataupun kota baru parahyahang itu murni pertimbanganan bisnis, sy kira banyak yg bisa, masalahnya tinggal punya duit nggak! nah, IKN bkn kota baru macam itu, bkn property yg hendak dijual. ini adalah symbol negara! apakah tpt menyerahkan itu pd pebisnis?",negative,pembangunan kota baru bsd ataupun kota baru parahyahang itu murni pertimbanganan bisnis sy kira banyak yg bisa masalahnya tinggal punya duit nggak nah ikn bkn kota baru macam itu bkn property yg hendak dijual ini adalah symbol negara apakah tpt menyerahkan itu pd pebisnis
"Secara saya yakin beliau gak percaya dgn hal hal klenik. Tapi saya cuma kuatir momentum itu digunakan sebagai bentuk dukungan pada IKN. Padahal kalo utk saat ini, sebagian rakyat juga gak setuju. Maaf ya",negative,secara saya yakin beliau gak percaya dgn hal hal klenik tapi saya cuma kuatir momentum itu digunakan sebagai bentuk dukungan pada ikn padahal kalo utk saat ini sebagian rakyat juga gak setuju maaf ya
IKN dibangun dengan ritual syirik tentunya akan jadi ISTANA gandoruo.,negative,ikn dibangun dengan ritual syirik tentunya akan jadi istana gandoruo
Jangan sampe seluruh gubernur dan undangan beberapa legislatif terhipnotis dg pembahasan pencarian dukungan wacana perpanjangan jabatan dan 3 periode. Sebab Ritual di ikn hanyalah kedok dan bukan hal yg penting bagi kondisi darurat ekonomi,negative,jangan sampe seluruh gubernur dan undangan beberapa legislatif terhipnotis dg pembahasan pencarian dukungan wacana perpanjangan jabatan dan  periode sebab ritual di ikn hanyalah kedok dan bukan hal yg penting bagi kondisi darurat ekonomi
"Lbh penting IKN drpd minyak goreng, bagi Jokowi lbh penting inspratruktur drpd ngurus rakyat yg lg kesusahan akibat barang2 kebutuhan pokok pd naik trs menerus.",negative,lbh penting ikn drpd minyak goreng bagi jokowi lbh penting inspratruktur drpd ngurus rakyat yg lg kesusahan akibat barang kebutuhan pokok pd naik trs menerus
Awas kesambet jurig IKN penunggu kendi,negative,awas kesambet jurig ikn penunggu kendi
Bambang Susanto jelas nama orang jawa dong...? katanya pembangunan IKN biar gak Jawasentris...,negative,bambang susanto jelas nama orang jawa dong katanya pembangunan ikn biar gak jawasentris
Ojo kakean protes...butuh dana gawe IKN..,negative,ojo kakean protes butuh dana gawe ikn
"IKN.....keuangan negara lg  sakit, utang banyak. Harga2 melambung.",negative,ikn keuangan negara lg sakit utang banyak harga melambung
"Dpt info dr salah satu pejabat TNI yg ditugaskan survey,dia cerita,di lokasi IKN yg bnyak lubang tambang itu ada habitat ular2 besar sejenis piton,boa di area hutannya msh bnyak binatang buas,plus genangan air isinya ular2 dan habitat nyamuk malaria,kalajengking",negative,dpt info dr salah satu pejabat tni yg ditugaskan survey dia cerita di lokasi ikn yg bnyak lubang tambang itu ada habitat ular besar sejenis piton boa di area hutannya msh bnyak binatang buas plus genangan air isinya ular dan habitat nyamuk malaria kalajengking
Inilh otak  dari segala keruwetan di negeri ruwetnesia jadi.... Dia juga yang nglobi untuk IKN,negative,inilh otak dari segala keruwetan di negeri ruwetnesia jadi dia juga yang nglobi untuk ikn
Otorita itu kekuasaan mutlak pemerintah pusat yang menghilangkan kewenangan daerah sebagai wilayah otonom (Hak Otonomi Daerah) sehingga benar adanya jika muncul pertanyaan untuk siapa sesungguhnya IKN ini...,negative,otorita itu kekuasaan mutlak pemerintah pusat yang menghilangkan kewenangan daerah sebagai wilayah otonom hak otonomi daerah sehingga benar adanya jika muncul pertanyaan untuk siapa sesungguhnya ikn ini
"Kan udah biasa aturan diubah, inget aja rektor UI jabat komut BRI akhirnya aturannya diubah jd boleh rangkap

Apa yg ga bs jaman skrng ? UU IKN sm omnimnuslaw aja bisa dikebut ketok palu tengah malam 

Tp ga tau klo pemilu bisa diubah apa ga",negative,kan udah biasa aturan diubah inget aja rektor ui jabat komut bri akhirnya aturannya diubah jd boleh rangkap apa yg ga bs jaman skrng uu ikn sm omnimnuslaw aja bisa dikebut ketok palu tengah malam tp ga tau klo pemilu bisa diubah apa ga
"ritual duluan.. nalar menyusul, ttik nol msih hutan, ktua IKN udh diangkat, bngunan msih nyari utangan..",negative,ritual duluan nalar menyusul ttik nol msih hutan ktua ikn udh diangkat bngunan msih nyari utangan
"pemerintahan 
@jokowi
 ga focus!

cpo international naik, masa rakyat mesti beli migor juga naik. kebon nya HGU punya negara pula! paksa dong industri jual 12rb d end user!ud untung itu jg!

kedele,gandum intl naik: gaje bgt penanganan nya! 
sibuk ikn, radikul2an @lenonita_lestari",negative,pemerintahan ga focus cpo international naik masa rakyat mesti beli migor juga naik kebon nya hgu punya negara pula paksa dong industri jual rb  end user ud untung itu jg kedele gandum intl naik gaje bgt penanganan nya sibuk ikn radikulan
"Dokter malah bahas IKN mulu yang masih jauh dari angan2, kembalilah jualan vacksin..",negative,dokter malah bahas ikn mulu yang masih jauh dari angan kembalilah jualan vacksin
"Ga bijak,ga lihat tiap2 hari ribuan ibu2 antri,lebih mementingkan ikn,yg hasilnya hanya dinikmati segelintir orang",negative,ga bijak ga lihat tiap hari ribuan ibu antri lebih mementingkan ikn yg hasilnya hanya dinikmati segelintir orang
"Pak 
@jokowi
 gue yakin bapak orang baik. Demi bgs Indonesia alangkah baiknya bapak mundur saja pak?
Mending sisa wkt gunakan saja untuk ibadah. Dan lakukan:
Setop mandatory vaksin.
Setop ekspor CPO
Setop IKN
Setop KerCep.
Setop lempar kaos.
Buat apa IKN pak kalau beli migor antri",negative,pak gue yakin bapak orang baik demi bgs indonesia alangkah baiknya bapak mundur saja pak mending sisa wkt gunakan saja untuk ibadah dan lakukan setop mandatory vaksin setop ekspor cpo setop ikn setop kercep setop lempar kaos buat apa ikn pak kalau beli migor antri
"Ujung""nya  jadi IKN nangkrak",negative,ujung nya jadi ikn nangkrak
#IKN_IkatanKlenikNusantara bangeeet,negative,ikn_ikatan klenik nusantara bangeeet
"Titik ... NOL..... 
Artinya.... KOSONG... 

... Semoga IKN.... 

KOSONG... MELOMPONG.. 

.... Batal Di... Bangun.... 
Jangan Biarkan... Hutan Beton Kalimantan... Menyebabkan Pemanasan Global.. 

Pribumi juga Jadi Gembel.. Ditanah Airnya Sendiri.",negative,titik nol artinya kosong semoga ikn kosong melompong batal di bangun jangan biarkan hutan beton kalimantan menyebabkan pemanasan global pribumi juga jadi gembel ditanah airnya sendiri
"Jangankan ngurus IKN, ngurus migor saja berantakan",negative,jangankan ngurus ikn ngurus migor saja berantakan
Segera Feodalisme dan fasisme Jawa akan menggerogoti suku2 di Kalimantan (IKN). Suku dayak akan jadi tamu di tanahnya sendiri ..dibalik Mega proyek Javanisasi dan genosida Kalimantan,negative,segera feodalisme dan fasisme jawa akan menggerogoti suku di kalimantan ikn suku dayak akan jadi tamu di tanahnya sendiri dibalik mega proyek javanisasi dan genosida kalimantan
Jangan bawa2 suku cuy... Bodo amat dr suku mana mereka yg tpenting sukses utk IKN & Masyarakat,negative,jangan bawa suku cuy bodo amat dr suku mana mereka yg tpenting sukses utk ikn masyarakat
"Salah tempat utk materi kuliah umum Pak. 
Analisis yg ngaco, tanpa dasar yg jelas. 
""Pemerintah di IKN - ngontrak sama swasta?""
Semoga Pak Said Didu, Tuhan kasih kesehatan, ya....",negative,salah tempat utk materi kuliah umum pak analisis yg ngaco tanpa dasar yg jelas pemerintah di ikn - ngontrak sama swasta semoga pak said didu tuhan kasih kesehatan ya
"Yati mengatakan lahan rumahnya berada sekitar 10 km dari titik nol IKN atau tempat Presiden Jokowi berkemah bersama rombongan. Namun, alih-alih bertemu dengan warga sekitar yang terdampak pembangunan IKN, Jokowi justru melakukan ritual Kendi Nusantara dan berkemping di sana.",negative,yati mengatakan lahan rumahnya berada sekitar  km dari titik nol ikn atau tempat presiden jokowi berkemah bersama rombongan namun alih-alih bertemu dengan warga sekitar yang terdampak pembangunan ikn jokowi justru melakukan ritual kendi nusantara dan berkemping di sana
"Ada yg mau di kubur
Biar rakyat TDK perduli sama IKN dn es doger",negative,ada yg mau di kubur biar rakyat tdk perduli sama ikn dn es doger
"Tu, IKN kuras duit",negative,tu ikn kuras duit
Said DADU ini kan gak tau yg diajak berkemah di ikn itu cm 4 gubenur se kalimantan  saja..,negative,said dadu ini kan gak tau yg diajak berkemah di ikn itu cm  gubenur se kalimantan saja
"Kenapa gak coba ajak tuh investor asing IKN, kali aja dana caerr abis berkemah",negative,kenapa gak coba ajak tuh investor asing ikn kali aja dana caerr abis berkemah
"Uruslah kepentingan rakyat dengan benar,jangan cuma pamer2 hobymu yg penuh gaya,belum selesai masalah migor,dijejali IKN,tunda pemilu,adzan VS suara anjing, super Semar...habis ini apalagi ya.
Klo memang gak ada niat kerja untuk rakyat mendingan ke sorga saja biar layani bidadari",negative,uruslah kepentingan rakyat dengan benar jangan cuma pamer hobymu yg penuh gaya belum selesai masalah migor dijejali ikn tunda pemilu adzan vs suara anjing super semar habis ini apalagi ya klo memang gak ada niat kerja untuk rakyat mendingan ke sorga saja biar layani bidadari
"IKN di tunda,,ga ada faedahnya untuk saat ini,,,",negative,ikn di tunda ga ada faedahnya untuk saat ini
"Sekedar cari label ""serius""
Nanti klo lord pulang gak bawa duit dan masa jabatan habis pdhl ikn batal dibangun..akan tercipta pemahamam rakyat awam pemimpin selanjutnya ogah membangun/meneruskan program ikn dia
Pdhl sebenarnya dia yg maruk..negara lg susah tp banyak tingkah",negative,sekedar cari label serius nanti klo lord pulang gak bawa duit dan masa jabatan habis pdhl ikn batal dibangun akan tercipta pemahamam rakyat awam pemimpin selanjutnya ogah membangunmeneruskan program ikn dia pdhl sebenarnya dia yg maruk negara lg susah tp banyak tingkah
Menolak IKN disebut radikal  direzim ini.. mau bilang otoriter ga boleh,negative,menolak ikn disebut radikal direzim ini mau bilang otoriter ga boleh
"Setelah hengkangnya softbank dari JPN betul, tambah 3th lagi utk study IKN oleh investor baru...mulai pembangunan 2025",negative,setelah hengkangnya softbank dari jpn betul tambah th lagi utk study ikn oleh investor baru mulai pembangunan
"Nah sebelum ke IKN, itu program PSN diselesaikan dulu terutama UGK warga yg lahannya kena tol kayak area Bantar Gebang Kota Bekasi. Tanah kami dah dipatok n ukur dr 2019 tp blom jg dikasi UGK. Bekasi itu tetangganya Jakarta tp ga kelihatan kali ya, IKN disebrang pulau lbh tampak.",negative,nah sebelum ke ikn itu program psn diselesaikan dulu terutama ugk warga yg lahannya kena tol kayak area bantar gebang kota bekasi tanah kami dah dipatok  ukur dr  tp blom jg dikasi ugk bekasi itu tetangganya jakarta tp ga kelihatan kali ya ikn disebrang pulau lbh tampak
"malu bet kalo pada kesurupan dan nanti highlight berita yang rame malah bahas kesurupannya, bukan pembangunan IKN baru . khas banget media Indonesia bahasannya malah nyeleneh dari poin utama kejadian haha",negative,malu bet kalo pada kesurupan dan nanti highlight berita yang rame malah bahas kesurupannya bukan pembangunan ikn baru khas banget media indonesia bahasannya malah nyeleneh dari poin utama kejadian haha
"Ya
Ibu kota negara itu pindah karena di jkt terlalu byk orng bertakbir.
Nah di ikn yg baru ini cocok dgn karakter dn gaya pimpinan saat ini, yg lbh suķa mistis2",negative,ya ibu kota negara itu pindah karena di jkt terlalu byk orng bertakbir nah di ikn yg baru ini cocok dgn karakter dn gaya pimpinan saat ini yg lbh suka mistis
"Cukup dengan mengucapkan : atas nama Rakyat & Bangsa Indonesia, maka proyek IKN dengan ini saya nyataken dibatalkan dgn cara seksama dan dlm tempo yg sesingkat2nya. 
Semoga Allah SWT merestui, Amien YRA",negative,cukup dengan mengucapkan atas nama rakyat bangsa indonesia maka proyek ikn dengan ini saya nyataken dibatalkan dgn cara seksama dan dlm tempo yg sesingkatnya semoga allah swt merestui amien yra
Perkara IKN lebih penting daripada gorengan...,negative,perkara ikn lebih penting daripada gorengan
"Kasus ""Kotak Kardus Pakai Gembok"" diulangi di calon IKN.
Budaya jahiliyah, diluar akal sehat mau ditanam di calon IKN.",negative,kasus kotak kardus pakai gembok diulangi di calon ikn budaya jahiliyah diluar akal sehat mau ditanam di calon ikn
Jurusan kehutanan juga percuma pak...lulus dari kehutanan jadi presiden malah gundulin hutan buat bikin IKN,negative,jurusan kehutanan juga percuma pak lulus dari kehutanan jadi presiden malah gundulin hutan buat bikin ikn
"beda nya ecemka awal awal pemilihan,ikn akhir akhir jabatan tapi satu tujuan sama sama  misteri",negative,beda nya ecemka awal awal pemilihan ikn akhir akhir jabatan tapi satu tujuan sama sama misteri
"Eh kadal....lu gugling sono,kapan ini IKN mau pindah dan jaman presiden siapa ?? Asal lu tau,sejak jaman perang kemerdekaan IKN selalu pindah2,dan yg terakhir adalah di pindah ke kalimantan. Itu sejak SBY,lu gak tanya ngapain SBY 10th jadi presiden ???",negative,eh kadal lu gugling sono kapan ini ikn mau pindah dan jaman presiden siapa asal lu tau sejak jaman perang kemerdekaan ikn selalu pindah dan yg terakhir adalah di pindah ke kalimantan itu sejak sby lu gak tanya ngapain sby th jadi presiden
"Lagi krisis tapi Pembangunan IKN dipaksain. 

Ngga punya perasaan.",negative,lagi krisis tapi pembangunan ikn dipaksain ngga punya perasaan
"Bisa"" jalanan IKN pd berlobang lobang...  Iya kan 
@RobinHu34549115",negative,bisa jalanan ikn pd berlobang lobang iya kan
"terhanyut sama yg menghanyutkan...hayuk
#IKN_RampasHakRakyat
#IKN_RampasHakRakyat",negative,terhanyut sama yg menghanyutkan hayuk ikn_rampas hak rakyat ikn_rampas hak rakyat
"Peoyek kereta cepat aja ga kelar2, mau bangun IKN  
*masihGhoib",negative,peoyek kereta cepat aja ga kelar mau bangun ikn masihghoib
Kemah di titik nol IKN investor asing lansung pada kabur,negative,kemah di titik nol ikn investor asing lansung pada kabur
Fokus urus minyak goreng dulu pa jangan fokus urus ikn.,negative,fokus urus minyak goreng dulu pa jangan fokus urus ikn
"Udah pusing gara2 pandemic, Malah mau bikin IKN...TOLOL...",negative,udah pusing gara pandemic malah mau bikin ikn tolol
"Sibuk dan focus saja ttg IKN || mau rakyatnya hancur,ora urus || yg penting oligarki aman sejahtera.... 
@jokowi
 @DPR_RI",negative,sibuk dan focus saja ttg ikn mau rakyatnya hancur ora urus yg penting oligarki aman sejahtera
LaNyalla menyebutkan potensi turunnya dukungan publik terhadap pembangunan IKN Nusantara terbaca berdasarkan analitik Big Data yang digunakan oleh DPD RI dalam rangka menyerap aspirasi publik.,negative,lanyalla menyebutkan potensi turunnya dukungan publik terhadap pembangunan ikn nusantara terbaca berdasarkan analitik big data yang digunakan oleh dpd ri dalam rangka menyerap aspirasi publik
"Untuk Mega Project spt IKN, siapapun akan mengajukan persyaratan yg terkesan 'tidak masuk akal' karena proyek IKN sendiri terkesan 'tidak masuk akal'. Zero Sum!",negative,untuk mega project spt ikn siapapun akan mengajukan persyaratan yg terkesan tidak masuk akal karena proyek ikn sendiri terkesan tidak masuk akal zero sum
"Ikn tdk boleh mangkrak..
Seperti jaman pak prihatin..",negative,ikn tdk boleh mangkrak seperti jaman pak prihatin
"Minyak sawit (goreng) langka,,, susah, mehong..

Eeh,, tahu²nya pejabat IKN Kon kabarnya BOS MINYAK GORENG SINAR MAS.",negative,minyak sawit goreng langka susah mehong eeh tahunya pejabat ikn kon kabarnya bos minyak goreng sinar mas
"Makanya mestinya di situ pemerintah bantuin kan?

IKN yang entah buat siapa kenceng banget, yang kayak gini actionnya",negative,makanya mestinya di situ pemerintah bantuin kan ikn yang entah buat siapa kenceng banget yang kayak gini actionnya
"Itu akal bulus pemerintah agar pemilu ditunda duitnya yg 110 T untuk bangun IKN, Gitu aja kok repot, kan Rakyat Indonesia goblok2 di otak mereka.... Kali... Rakyat itu termasuk anggota 
@DPR_RI",negative,itu akal bulus pemerintah agar pemilu ditunda duitnya yg   untuk bangun ikn gitu aja kok repot kan rakyat indonesia goblok di otak mereka kali rakyat itu termasuk anggota
